Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) FRT_U1,Coverage (%) FRT_U2,Coverage (%) FRT_PM2,Coverage (%) FRT_PM1,Coverage (%) Fluid_U2,Coverage (%) Fluid_U1,Coverage (%) Fluid_PM1,Coverage (%) Fluid_PM2,Area FRT_U1,Area FRT_U2,Area FRT_PM2,Area FRT_PM1,Area Fluid_U2,Area Fluid_U1,Area Fluid_PM1,Area Fluid_PM2,Peptides,Unique,Spec FRT_U1,Spec FRT_U2,Spec FRT_PM2,Spec FRT_PM1,Spec Fluid_U2,Spec Fluid_U1,Spec Fluid_PM1,Spec Fluid_PM2,PTM,Avg. Mass,Description
977,512,FBgn0030612,237.38,44,35,34,36,41,0,0,0,0,1.3048E7,5.3415E6,1.1518E7,1.092E7,,,,,16,16,29,17,21,19,0,0,0,0,Oxidation (M); Deamidation (NQ),50073,FBpp0073781
351,510,FBgn0037912,237.34,60,57,55,48,44,0,0,0,0,2.5169E8,2.1393E8,1.939E8,1.3521E8,,,,,22,22,82,98,73,50,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34094,FBpp0099888
912,601,FBgn0086372,237.31,29,12,26,15,21,26,10,9,2,2.2809E6,4.7143E6,5.3174E6,5.6843E6,1.7588E6,6.2256E5,4.3962E5,8.9127E4,15,15,10,19,18,17,17,7,2,1,Carbamidomethylation; Oxidation (M),84219,FBpp0291394
339,472,FBgn0031907,237.13,61,49,58,55,54,59,59,50,31,6.7186E7,6.2692E7,3.3536E7,2.4622E7,6.449E7,1.7767E7,1.6016E7,7.4544E6,18,18,42,51,39,38,64,74,30,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),33278,FBpp0291743
1131,381,FBgn0026196,237.08,46,24,31,36,40,3,0,0,0,8.8325E6,8.9548E6,1.2732E7,1.1226E7,8.9E4,,,,17,17,13,15,16,17,1,0,0,0,Oxidation (M),57171,FBpp0078997
483,346,FBgn0037652,237.07,64,51,38,50,58,57,53,59,27,2.2755E7,2.9032E7,3.3239E7,2.5121E7,2.3665E7,1.8528E7,9.4285E6,5.364E6,18,18,30,24,30,32,38,33,28,9,Carbamidomethylation; Oxidation (M); Deamidation (NQ),40876,FBpp0081443
588,645,FBgn0052528,236.96,46,33,33,38,40,21,20,14,8,2.2871E7,2.0837E7,2.706E7,3.6372E7,2.5746E6,8.692E5,1.1485E6,1.7594E5,13,13,39,31,48,42,10,7,4,3,Carbamidomethylation; Oxidation (M); Deamidation (NQ),41863,FBpp0074562
737,387,FBgn0003392,236.93,32,8,16,21,22,25,11,9,7,4.078E6,5.6949E6,8.8039E6,7.955E6,1.0978E7,1.2734E6,2.1064E5,3.8196E5,23,23,8,14,24,20,26,10,9,5,Oxidation (M); Deamidation (NQ),99883,FBpp0305866
650,864,FBgn0002284,236.87,78,57,66,66,78,44,27,21,29,2.4374E7,1.8247E7,3.6784E7,3.0042E7,1.0576E7,1.4475E6,4.771E5,1.6421E6,13,13,30,32,36,32,15,10,7,4,Carbamidomethylation; Oxidation (M); Deamidation (NQ),25842,FBpp0075119
614,405,FBgn0038194,236.81,47,38,32,43,37,11,8,0,0,5.1076E7,2.8537E7,4.691E7,3.5414E7,4.8749E5,8.2709E5,,,23,21,42,41,46,30,5,4,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),57385,FBpp0088707
498,534,FBgn0053129,236.77,23,18,20,17,22,0,3,0,0,7.1656E7,4.8946E7,5.7843E7,5.0091E7,,3.9731E3,,,15,15,62,62,60,41,0,1,0,0,Carbamidomethylation; Oxidation (M),75681,FBpp0079758
826,535,FBgn0010611,236.56,44,22,27,23,27,34,30,34,26,1.0739E7,4.7614E6,6.6524E6,7.7767E6,1.0284E7,6.58E6,1.7306E6,2.3526E6,15,15,11,11,8,8,24,21,28,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51177,FBpp0086289
637,374,FBgn0264855,236.52,28,17,22,23,25,10,7,3,3,1.0816E7,2.399E7,2.2754E7,2.6004E7,1.5977E6,3.906E5,1.03E5,1.0042E5,23,23,23,34,31,31,9,7,4,2,Carbamidomethylation; Oxidation (M),106935,FBpp0088945
577,342,FBgn0033902,236.34,62,38,52,60,58,29,28,35,21,3.0204E7,4.186E7,3.0818E7,3.4712E7,5.5754E6,5.6515E6,1.588E6,3.744E5,20,20,32,29,32,34,18,17,13,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),44087,FBpp0086705
835,317,FBgn0004574,236.23,46,18,20,32,26,35,11,5,1,4.7759E6,1.0464E7,4.0283E7,4.178E7,3.7756E6,5.0351E6,8.0313E4,2.4657E5,19,19,15,11,19,16,20,7,2,1,Carbamidomethylation; Oxidation (M),67851,FBpp0073119
617,1964,FBgn0003274,236.14,65,65,47,53,65,42,42,42,12,7.6579E7,5.9507E7,8.2771E7,6.6363E7,2.9261E6,1.1672E6,6.8568E5,1.5312E6,9,8,34,29,33,29,8,6,5,3,Oxidation (M),11757,FBpp0086252
992,1006,FBgn0033886,235.94,35,25,27,21,31,18,24,11,9,4.3904E6,5.3689E6,6.4964E6,1.0054E7,4.6011E5,8.1389E5,1.6516E5,3.9523E5,10,10,13,18,14,21,5,11,2,4,,45555,FBpp0308980
695,521,FBgn0004003,235.77,67,66,57,63,63,0,0,5,0,7.3637E7,6.1819E7,7.2598E7,3.9488E7,,,2.6323E3,,19,19,39,34,42,31,0,0,1,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),29444,FBpp0085698
376,415,FBgn0034258,235.68,30,22,22,24,24,22,14,8,7,2.9761E7,3.8556E7,3.8074E7,3.8135E7,1.5694E7,3.6249E6,6.3598E5,1.0095E6,27,27,45,53,57,56,37,20,18,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),105654,FBpp0086013
392,461,FBgn0035630,235.66,51,35,49,37,44,46,46,38,37,5.5992E7,2.183E7,4.9308E7,5.0107E7,4.0775E7,2.2938E7,6.7608E6,8.398E6,18,18,43,39,37,42,55,36,18,18,Carbamidomethylation; Oxidation (M),42773,FBpp0076827
527,702,FBgn0023175,235.48,60,48,56,49,53,49,38,38,34,4.5509E7,3.8384E7,5.0371E7,4.16E7,1.8374E7,2.7359E6,3.2347E6,1.9511E6,14,14,30,39,41,28,22,31,10,9,Carbamidomethylation; Oxidation (M); Deamidation (NQ),27675,FBpp0089041
431,998,FBgn0000181,235.42,75,75,75,75,75,74,57,52,44,5.7166E7,8.1241E7,7.9862E7,6.5535E7,1.5236E7,2.8419E6,2.0262E6,2.8668E6,13,12,68,58,58,60,18,6,6,4,Oxidation (M),17738,FBpp0086895
878,522,FBgn0029688,235.22,13,4,5,6,6,4,2,2,0,2.3828E6,4.0666E6,1.161E7,3.7028E6,7.3582E5,1.7006E5,1.7218E5,9.944E3,27,27,11,14,17,17,10,5,4,1,Oxidation (M),315898,FBpp0070596
725,409,FBgn0053303,234.54,51,26,47,43,43,0,2,0,0,6.9133E7,4.4878E7,5.5625E7,8.249E7,,1.49E5,,,21,21,30,33,37,34,0,1,0,0,Oxidation (M); Deamidation (NQ),51710,FBpp0079642
997,378,FBgn0039827,234.52,32,15,17,23,25,0,0,0,0,6.9375E6,7.5504E6,9.2427E6,8.2908E6,,,,,22,22,19,17,24,27,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),103635,FBpp0085117
963,399,FBgn0039349,234.42,48,28,33,41,43,0,0,0,0,2.7738E7,8.4702E6,3.0769E7,2.9404E7,,,,,20,20,23,22,35,28,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),54974,FBpp0084265
701,394,FBgn0264078,234.00,49,46,39,45,44,0,0,0,0,3.4942E7,2.5606E7,3.8319E7,5.2861E7,,,,,20,20,36,36,44,40,0,0,0,0,,49510,FBpp0303248
758,1554,FBgn0034860,233.98,39,35,35,35,39,7,0,4,4,5.5335E7,2.8291E7,6.3583E7,5.9082E7,2.7344E6,,1.1833E5,5.5352E5,10,10,25,25,52,35,5,0,1,1,Deamidation (NQ),34482,FBpp0297280
397,455,FBgn0014189,233.48,48,28,37,30,30,43,27,34,24,3.1787E7,3.3589E7,4.6386E7,4.9851E7,3.0942E7,1.7007E7,4.0272E6,6.6956E6,17,17,34,35,32,31,38,29,33,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),48652,FBpp0078754
817,367,FBgn0036298,233.30,48,17,19,26,24,41,21,5,9,5.3304E6,6.5533E6,6.1208E6,7.3905E6,2.0349E7,7.9882E6,3.4962E5,6.2499E5,21,21,14,12,15,12,27,12,2,4,Carbamidomethylation; Oxidation (M); Deamidation (NQ),60581,FBpp0075699
661,402,FBgn0026761,233.23,28,26,27,26,20,2,2,2,2,2.7385E7,3.3063E7,2.8698E7,1.7475E7,,,,,16,15,42,36,29,27,11,3,7,5,Oxidation (M); Deamidation (NQ),77963,FBpp0085482
881,471,FBgn0013756,233.23,14,5,9,9,8,2,0,0,0,1.5116E6,5.191E6,8.5535E6,5.3189E6,2.5105E5,,1.6762E4,,28,28,14,25,23,17,4,0,1,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),262351,FBpp0087140
585,357,FBgn0025885,233.15,47,32,34,38,36,40,36,22,6,2.185E7,3.6715E7,4.3206E7,3.8433E7,2.9738E7,6.7275E6,2.0447E6,3.8247E5,19,19,23,27,26,25,34,19,10,3,Carbamidomethylation; Oxidation (M); Deamidation (NQ),62250,FBpp0088368
824,549,FBgn0260003,233.00,11,1,4,6,6,4,1,2,0,2.2009E5,3.2489E6,3.4025E6,2.1992E6,5.3124E5,8.7102E4,2.365E5,5.0517E4,32,31,6,12,24,18,12,2,7,2,Oxidation (M); Deamidation (NQ),410416,FBpp0110219
909,403,FBgn0033717,232.98,47,24,36,40,47,2,0,0,0,1.0295E7,2.1835E7,2.1694E7,2.1693E7,0,,,,18,17,18,23,33,28,1,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),58264,FBpp0087070
689,354,FBgn0086443,232.77,45,24,28,26,27,45,35,15,15,1.5845E7,2.467E7,1.8099E7,1.6439E7,3.1905E7,1.23E7,1.9122E6,1.4635E6,21,21,15,22,19,15,33,16,8,7,Carbamidomethylation; Oxidation (M),63932,FBpp0080705
680,806,FBgn0265191,232.38,26,6,11,11,9,26,18,16,12,5.4514E6,9.1214E6,4.627E6,1.9701E6,5.8853E7,2.795E7,6.7104E6,3.2415E6,16,16,9,16,10,7,53,27,19,7,Carbamidomethylation; Oxidation (M),78062,FBpp0308234
580,369,FBgn0024183,232.30,41,33,38,41,34,5,2,2,2,8.6369E6,2.6843E7,1.4182E7,1.5747E7,5.3383E4,2.1694E4,3.8727E4,4.5857E4,19,19,31,35,37,30,5,3,3,1,Oxidation (M),52708,FBpp0080277
642,578,FBgn0287182,232.28,14,1,6,7,5,7,3,7,3,5.1396E5,5.1068E6,2.6095E6,1.7463E6,6.0847E6,8.8852E5,8.6889E5,4.5692E5,32,32,5,19,17,12,19,6,15,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),293908,FBpp0112471
356,823,FBgn0261602,232.12,52,39,45,38,43,38,20,25,13,1.8797E8,1.7433E8,1.3643E8,1.4341E8,2.6718E7,4.8785E6,3.7246E6,2.2529E6,13,13,62,60,50,39,26,23,7,3,Carbamidomethylation; Oxidation (M),27893,FBpp0072801
757,496,FBgn0002930,232.05,49,19,27,27,32,41,41,18,25,1.1347E6,3.2072E6,2.5452E6,4.9131E6,8.5824E6,5.9457E6,4.8473E5,2.453E6,16,16,7,8,12,11,34,21,14,10,Oxidation (M); Deamidation (NQ),53727,FBpp0088123
647,489,FBgn0035203,231.98,52,34,26,30,36,46,47,39,28,8.8973E6,1.6145E7,1.5334E7,1.0766E7,1.339E7,1.1336E7,5.0598E6,1.7887E6,14,14,17,17,18,16,34,34,15,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),41162,FBpp0072560
886,483,FBgn0034087,231.72,21,3,7,7,6,11,10,10,6,3.5681E5,2.261E6,1.9603E6,1.2267E6,9.7789E6,3.2023E6,1.6882E6,1.0478E6,25,25,4,11,12,8,17,13,13,8,Oxidation (M),160851,FBpp0086380
535,574,FBgn0032287,231.67,47,42,40,36,36,12,18,9,0,5.7773E7,4.4245E7,6.3856E7,6.3445E7,1.8876E6,1.4647E6,5.9278E5,,14,14,60,46,53,52,8,7,4,0,Carbamidomethylation; Oxidation (M),43421,FBpp0079697
788,436,FBgn0051195,231.52,30,15,21,27,25,8,0,2,0,9.8914E6,2.0611E7,2.7793E7,2.6158E7,7.0719E5,,3.1174E4,,19,19,17,26,34,32,4,0,3,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),94366,FBpp0291398
393,594,FBgn0003134,231.50,57,47,45,47,54,47,42,38,26,5.1975E6,3.3364E6,6.948E6,5.243E6,3.3383E6,2.372E6,1.1695E6,4.8099E5,14,3,52,38,49,44,41,38,17,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),37370,FBpp0084026
796,453,FBgn0022774,231.07,41,30,38,36,32,6,0,3,3,3.4031E7,1.7116E7,2.4475E7,2.1057E7,2.2768E5,,3.3718E4,2.1042E4,14,14,31,31,31,22,2,0,1,1,Carbamidomethylation; Oxidation (M),47312,FBpp0074729
357,673,FBgn0052068,230.92,78,74,73,77,78,78,49,58,63,4.187E7,2.3964E7,2.7633E7,4.332E7,2.8754E7,4.7231E6,4.0341E6,4.842E6,15,15,61,49,47,43,51,15,18,14,Carbamidomethylation; Oxidation (M),22255,FBpp0112333
583,1784,FBgn0000308,230.80,73,73,73,73,73,73,73,73,73,6.8849E7,7.183E7,5.7674E7,6.829E7,4.0945E7,1.3783E7,1.9986E7,2.0304E7,9,9,31,32,30,36,34,13,19,14,Carbamidomethylation,13723,FBpp0078864
525,952,FBgn0029093,230.74,50,42,49,49,49,7,7,7,0,4.0124E7,4.0571E7,5.4523E7,3.696E7,9.1668E4,4.7327E4,6.0636E4,,12,12,61,41,60,59,2,3,2,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),42473,FBpp0087972
1231,524,FBgn0033179,230.71,47,26,28,24,41,16,9,16,14,4.0922E6,1.6164E6,2.4865E6,5.9781E6,2.2537E5,1.6645E5,5.3004E4,1.4505E5,14,14,7,7,7,10,6,4,5,3,Oxidation (M),43380,FBpp0088069
988,568,FBgn0020414,230.68,41,29,39,30,35,2,11,4,0,8.2021E6,8.4659E6,6.4524E6,1.7986E7,5.6433E4,9.8667E4,4.532E3,,14,14,19,22,17,24,1,4,1,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49255,FBpp0080419
463,444,FBgn0039024,230.63,41,14,14,14,15,37,32,27,26,7.7519E6,1.5857E7,1.2328E7,1.0032E7,4.6207E7,2.7386E7,6.815E6,6.3697E6,25,25,19,14,14,12,68,47,30,24,Carbamidomethylation; Oxidation (M); Deamidation (NQ),80596,FBpp0083710
944,479,FBgn0037533,230.54,33,24,24,29,31,0,0,0,0,1.8403E7,1.9032E7,1.9622E7,1.785E7,,,,,13,13,25,20,26,21,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),69321,FBpp0428086
511,490,FBgn0034215,230.53,57,44,44,34,34,49,47,40,29,1.9543E7,2.4802E7,1.3311E7,1.3583E7,1.6797E7,4.6001E6,2.9393E6,2.1945E6,18,18,28,27,21,20,43,47,18,7,Carbamidomethylation; Oxidation (M); Deamidation (NQ),40354,FBpp0303028
369,427,FBgn0037537,230.30,68,47,47,53,39,67,49,59,50,1.503E9,1.5469E8,1.1314E8,7.1439E7,1.4973E8,3.7064E7,2.2892E7,1.7501E7,21,21,43,36,45,33,48,41,25,23,Carbamidomethylation; Oxidation (M),36862,FBpp0081312
402,665,FBgn0004103,230.28,65,54,54,54,65,54,45,34,24,6.3435E6,8.1077E6,6.2127E6,8.9211E6,1.8067E6,7.0881E5,0,2.4954E5,14,3,51,43,44,45,42,40,14,7,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34542,FBpp0082067
603,657,FBgn0037057,229.52,40,23,27,34,34,40,30,27,18,1.0958E7,2.1679E7,2.3171E7,1.6395E7,5.8805E6,9.2331E6,2.3366E6,1.8799E6,15,15,19,20,25,17,27,21,11,7,Carbamidomethylation; Oxidation (M),47074,FBpp0077954
667,891,FBgn0004066,229.40,51,47,51,47,47,42,37,33,22,2.7572E7,3.2502E7,3.1608E7,2.1139E7,7.4935E6,1.1654E6,1.5617E6,8.3363E5,12,12,29,33,30,20,16,19,6,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),27973,FBpp0073989
705,466,FBgn0013997,229.01,24,12,19,16,17,0,0,1,0,1.5096E7,2.9798E7,2.3428E7,1.6496E7,,,1.8414E4,,26,25,24,38,31,39,0,0,1,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),145467,FBpp0075730
451,672,FBgn0019982,228.88,77,64,52,60,74,64,42,52,49,6.9204E7,3.6015E7,4.7778E7,3.0866E7,2.0591E7,3.8078E6,3.9615E6,4.8143E6,16,16,44,45,43,36,25,29,24,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),25785,FBpp0077143
278,935,FBgn0036213,228.79,56,49,46,53,46,42,36,36,32,2.2234E8,1.5596E8,1.9696E8,1.8692E8,2.8384E7,4.6171E6,4.9133E6,4.6743E6,12,12,120,96,105,80,27,32,24,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),24274,FBpp0075764
799,498,FBgn0014075,228.73,20,5,15,18,14,0,0,0,0,1.2543E7,1.5128E7,1.6579E7,1.3004E7,,,,,25,25,12,32,35,35,0,0,0,0,Oxidation (M); Deamidation (NQ),174353,FBpp0074831
565,872,FBgn0010590,228.71,72,54,72,72,72,50,12,27,27,2.5112E7,2.631E7,2.6339E7,3.2597E7,5.9661E6,3.4648E5,1.6222E5,7.9172E5,12,12,34,39,36,48,15,5,6,5,Carbamidomethylation; Oxidation (M); Deamidation (NQ),24264,FBpp0086400
841,501,FBgn0033698,228.28,21,4,4,6,6,12,9,9,1,5.639E5,2.4545E6,2.5247E6,2.467E6,4.3191E6,5.3903E5,6.2075E5,9.6914E4,31,31,9,10,13,10,20,11,13,2,Carbamidomethylation; Oxidation (M),212085,FBpp0087116
144,530,FBgn0017545,228.17,67,66,67,67,66,66,63,52,51,5.3411E8,4.3121E8,3.5825E8,2.9323E8,6.4033E7,1.6316E7,1.1312E7,1.2832E7,21,21,195,172,182,142,75,76,22,19,Carbamidomethylation; Oxidation (M); Deamidation (NQ),30340,FBpp0088242
557,765,FBgn0015268,228.11,36,28,30,33,33,36,30,27,26,2.1554E7,1.8465E7,2.4604E7,3.4331E7,1.227E7,1.179E7,1.8605E6,4.1445E6,12,12,23,25,31,24,24,16,20,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),42768,FBpp0072128
879,382,FBgn0027588,228.04,28,13,18,25,20,2,1,0,0,6.9585E6,9.6358E6,1.74E7,1.4216E7,0,5.0391E4,,,20,20,16,29,35,29,1,1,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),105731,FBpp0070057
512,877,FBgn0038947,228.01,78,78,78,78,78,30,30,12,13,1.1902E8,5.7037E7,5.8301E7,8.7566E7,3.51E6,1.196E6,1.4232E5,2.1045E5,11,11,52,40,64,49,12,5,4,2,Carbamidomethylation; Oxidation (M); Deamidation (NQ),21811,FBpp0083604
981,518,FBgn0028734,227.86,30,7,16,16,22,5,8,4,6,2.8803E6,5.7428E6,3.6886E6,6.5458E6,2.7246E5,2.0032E5,1.9644E4,1.5451E5,16,16,9,18,20,19,6,4,3,4,Carbamidomethylation; Oxidation (M); Deamidation (NQ),81029,FBpp0300445
726,419,FBgn0035947,227.65,38,27,22,26,22,32,17,8,3,1.4698E7,1.4276E7,1.6828E7,1.4587E7,8.3628E6,1.6339E6,2.7933E5,3.8711E4,20,20,25,17,20,17,24,12,4,2,Carbamidomethylation; Oxidation (M); Deamidation (NQ),69009,FBpp0076244
1135,570,FBgn0038964,227.49,35,12,24,31,32,2,5,0,0,8.6662E6,5.4598E6,2.3134E7,2.7847E7,1.8815E5,3.1444E5,,,14,14,11,11,18,21,1,2,0,0,Oxidation (M),54837,FBpp0083625
631,1018,FBgn0038858,227.38,63,63,59,59,59,54,37,52,27,4.0383E7,2.755E7,1.9405E7,2.5705E7,7.9186E6,2.2119E6,1.3166E6,2.4949E6,10,10,32,36,28,32,21,8,14,5,Carbamidomethylation; Oxidation (M); Deamidation (NQ),23619,FBpp0306057
336,858,FBgn0034753,227.15,62,62,62,62,62,45,20,7,17,2.5032E8,1.8091E8,1.5541E8,1.4204E8,5.1888E6,7.1311E5,3.3476E5,5.379E5,15,15,87,82,81,95,19,5,2,3,Oxidation (M); Deamidation (NQ),22199,FBpp0071844
722,626,FBgn0003062,227.00,54,42,42,39,44,19,15,15,0,4.0425E7,5.4946E7,4.723E7,3.1962E7,8.1831E5,6.6519E5,3.9762E5,,13,13,30,31,34,23,4,4,5,0,Carbamidomethylation; Oxidation (M),34637,FBpp0071892
540,769,FBgn0287234,226.67,61,43,54,56,54,29,13,21,14,1.0626E8,6.5721E7,1.2246E8,9.166E7,5.3163E6,8.6256E5,1.0449E6,1.2355E6,13,13,43,43,47,51,8,9,10,3,Carbamidomethylation; Oxidation (M),26347,FBpp0077108
746,789,FBgn0030724,226.66,52,38,45,44,43,3,0,0,0,7.8592E7,6.5629E7,5.7582E7,5.7048E7,1.0698E5,,,,14,14,25,36,38,24,1,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),31965,FBpp0074036
624,434,FBgn0030038,226.61,35,20,25,28,28,27,23,17,19,1.3017E7,7.5749E6,1.9511E7,1.7537E7,1.396E7,4.3536E6,9.6533E5,2.5525E6,17,17,21,22,22,28,25,14,15,12,Carbamidomethylation; Oxidation (M),62529,FBpp0308525
766,542,FBgn0023535,226.21,54,48,45,49,46,3,0,0,0,2.4191E7,4.8059E7,3.0962E7,2.1174E7,0,,,,14,14,43,33,27,27,1,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39086,FBpp0070083
423,740,FBgn0029994,226.01,45,45,45,45,45,34,31,10,3,1.6602E8,1.4466E8,1.4378E8,1.2296E8,8.5704E6,4.4765E6,2.7942E5,8.1866E4,13,13,68,58,61,54,21,39,2,1,Carbamidomethylation; Oxidation (M); Deamidation (NQ),35575,FBpp0071071
920,420,FBgn0027578,225.88,31,7,10,16,17,29,17,8,10,0,5.7765E5,5.0615E6,4.4626E6,1.8889E7,7.6295E6,3.1619E5,8.7809E5,19,19,4,7,11,10,29,18,5,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),81674,FBpp0307566
514,1689,FBgn0005533,225.52,56,56,56,56,56,47,50,47,56,1.2088E8,1.2268E8,6.7438E7,8.9254E7,8.2544E6,2.7778E6,2.8218E6,4.3304E6,9,9,53,46,43,46,15,9,11,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),15285,FBpp0076207
335,1365,FBgn0284248,225.32,72,62,62,72,66,14,0,0,0,2.5942E8,2.4408E8,2.7049E8,2.5499E8,2.1065E5,,,,11,11,76,66,81,86,2,0,0,0,Carbamidomethylation; Deamidation (NQ),11735,FBpp0080446
955,559,FBgn0031428,225.28,46,16,27,19,27,34,29,24,18,4.9173E6,3.4829E6,5.1838E6,7.0204E6,7.4489E6,6.0371E6,1.3905E6,1.627E6,16,16,6,11,8,11,13,12,21,7,Carbamidomethylation; Oxidation (M),52792,FBpp0077450
821,432,FBgn0036837,224.96,45,5,6,9,8,38,26,19,12,2.2827E5,4.4662E6,2.6216E6,4.4053E5,1.795E7,1.1661E7,1.8743E6,1.4067E6,25,25,3,5,6,6,33,23,13,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),86748,FBpp0074812
429,1003,FBgn0263396,224.76,36,34,31,34,36,34,34,34,19,4.9701E7,6.4865E7,6.2285E7,5.9168E7,1.1819E7,1.2606E7,4.2501E6,1.5468E6,9,9,60,46,66,56,30,25,11,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),36184,FBpp0082320
976,695,FBgn0265045,224.74,4,1,2,2,2,0,0,0,0,4.9126E6,1.5247E7,1.2994E7,1.4678E7,0,,,0,25,25,10,17,19,18,1,0,0,1,Oxidation (M); Deamidation (NQ),923820,FBpp0307635
720,464,FBgn0038145,224.44,55,24,33,28,40,22,24,16,23,1.9678E7,8.9797E6,1.713E7,1.6994E7,4.6108E6,5.4695E6,1.2212E6,1.4189E6,18,18,19,20,16,17,19,18,13,7,Carbamidomethylation; Oxidation (M); Deamidation (NQ),45230,FBpp0082219
919,819,FBgn0053094,224.43,27,17,17,25,19,26,19,11,8,7.976E6,9.6254E6,1.5009E7,1.3175E7,9.1265E6,2.1602E6,4.8815E5,3.5044E4,10,10,11,16,17,17,17,9,4,2,,56038,FBpp0306774
644,421,FBgn0012051,224.42,29,16,23,23,22,10,5,3,3,8.5739E6,1.0123E7,8.5306E6,1.1951E7,2.2342E5,3.0366E4,,,20,17,27,33,30,38,8,3,1,1,Carbamidomethylation; Oxidation (M); Deamidation (NQ),95644,FBpp0309435
983,710,FBgn0002787,224.38,48,24,18,36,39,40,27,10,19,1.1976E7,9.4996E6,1.3873E7,9.3656E6,5.0584E6,4.9959E6,3.1462E5,5.5132E5,14,14,9,11,19,16,14,13,2,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),40711,FBpp0303270
693,504,FBgn0039114,224.35,40,29,27,36,36,0,4,0,0,2.0854E7,1.5066E7,3.887E7,3.431E7,,1.4095E5,,,16,16,27,28,43,37,0,2,0,0,Carbamidomethylation; Oxidation (M),48833,FBpp0083846
566,981,FBgn0014020,223.97,78,76,46,72,72,36,10,6,0,6.2602E7,4.7295E7,4.3983E7,5.7183E7,1.8961E6,3.5298E5,1.5171E3,,14,14,51,40,45,50,11,2,1,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),21723,FBpp0086354
404,1563,FBgn0019624,223.44,57,57,57,57,57,0,0,0,0,2.3673E8,2.6963E8,2.5644E8,2.0785E8,,,,,11,11,78,78,70,84,0,0,0,0,Oxidation (M); Deamidation (NQ),16622,FBpp0081947
618,784,FBgn0051549,223.36,69,56,50,47,40,41,26,35,32,2.252E7,1.9055E7,1.9641E7,1.7062E7,1.5554E7,1.5116E6,2.7276E6,2.4679E6,13,13,28,27,24,19,22,17,31,7,Carbamidomethylation; Oxidation (M),26933,FBpp0078356
1093,930,FBgn0038738,223.32,33,26,23,31,33,0,0,0,0,1.2718E7,7.3965E6,1.6883E7,1.9799E7,,,,,10,10,15,16,24,21,0,0,0,0,Oxidation (M),54386,FBpp0083269
327,1013,FBgn0039713,223.28,60,57,47,50,47,47,37,31,37,2.2494E8,1.1512E8,1.2659E8,1.3332E8,1.9793E7,2.4519E6,2.8689E6,2.4398E6,15,15,66,56,63,69,42,27,20,17,Carbamidomethylation; Deamidation (NQ),23759,FBpp0099686
605,611,FBgn0027338,223.11,33,19,20,25,20,26,16,19,14,2.9265E7,2.1369E7,2.6137E7,2.5893E7,1.1047E7,7.1843E6,1.5734E6,1.9182E6,13,12,25,26,32,30,22,11,18,6,Carbamidomethylation; Deamidation (NQ),56990,FBpp0081584
579,458,FBgn0082582,222.91,36,24,34,29,31,6,10,5,5,1.8041E7,1.3297E7,2.4336E7,3.2478E7,2.1332E5,1.88E5,1.7084E5,1.1133E5,17,17,35,38,41,39,3,5,2,2,Oxidation (M),63447,FBpp0297625
1103,675,FBgn0004401,222.89,22,15,17,19,16,6,0,0,0,7.4214E6,9.0767E6,9.0408E6,7.4136E6,7.4132E4,,,,13,13,17,18,20,15,3,0,0,0,Carbamidomethylation; Oxidation (M),78048,FBpp0074963
