Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Tissue Area,Fluid Area,Tissue Area (top-3 peptides),Fluid Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
472,356,FBgn0086706,100.14,22,10,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.0259E7,1.7116E7,1.3153E7,1.2819E7,4.6797E7,3.0957E7,3.2348E7,2.3498E7,8.3192E6,1.2174E7,9.1482E6,8.3886E6,3.1785E7,2.1711E7,1.9489E7,2.0291E7,0.91:1.33:1.00:0.92:3.47:2.37:2.13:2.22,1.3494E7,3.3787E7,9.5074E6,2.3319E7,1.00:2.45,69298,FBpp0076284
733,508,FBgn0285926,100.09,6,3,3,,1.5251E6,2.4291E6,2.8E6,2.3295E6,7.4678E5,5.0461E5,1.1467E6,1.6584E4,1.5251E6,2.4291E6,2.8E6,2.3295E6,7.4678E5,5.0461E5,1.1467E6,1.6584E4,0.54:0.87:1.00:0.83:0.27:0.18:0.41:0.02,2.4446E6,8.8199E5,2.4446E6,8.8199E5,1.00:0.36,69912,FBpp0293680
679,897,FBgn0261270,98.24,19,6,6,Carbamidomethylation; Oxidation (M),2.0048E6,1.0319E7,1.4059E7,1.2563E7,2.1745E7,1.9752E6,4.691E7,2.6205E7,3.0429E5,8.843E6,1.0169E7,1.0505E7,1.5522E7,1.5214E6,3.5261E7,2.0164E7,0.03:0.87:1.00:1.03:1.53:0.15:3.47:1.98,1.0999E7,2.6605E7,7.8854E6,1.9515E7,1.00:2.47,43446,FBpp0086690
628,569,FBgn0005278,97.73,5,2,2,,6.2073E4,8.091E5,4.3178E5,3.5382E5,2.8133E6,1.1457E5,1.0162E6,1.4744E6,6.2073E4,8.091E5,4.3178E5,3.5382E5,2.8133E6,1.1457E5,1.0162E6,1.4744E6,0.14:1.87:1.00:0.82:6.52:0.27:2.35:3.41,4.8574E5,1.5066E6,4.8574E5,1.5066E6,1.00:3.10,44697,FBpp0088446
1225,844,FBgn0086361,97.73,13,4,4,Oxidation (M); Deamidation (NQ),0,6.4123E5,1.4338E6,1.9345E6,2.3627E6,4.7935E5,6.6632E6,6.3371E6,0,5.1449E5,1.306E6,1.7806E6,2.2485E6,7.6568E4,6.2199E6,6.0299E6,0:0.39:1.00:1.36:1.72:0.06:4.76:4.62,1.6704E6,5.1752E6,1.5343E6,4.8583E6,1.00:3.17,41629,FBpp0084810
44,65,FBgn0020385,97.42,64,50,50,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.638E8,5.8419E8,4.7189E8,4.0926E8,2.1533E9,1.0772E9,7.7729E8,1.3003E9,1.047E8,1.0592E8,8.8975E7,7.0875E7,3.811E8,1.6972E8,1.0878E8,2.3713E8,1.18:1.19:1.00:0.80:4.28:1.91:1.22:2.67,5.1204E8,1.3371E9,9.2688E7,2.2507E8,1.00:2.43,103504,FBpp0081741
1189,2189,FBgn0040070,96.80,35,4,4,,9.3735E7,8.4461E7,9.7082E7,8.3948E7,2.1129E7,1.5213E7,7.0177E7,3.8362E7,8.5086E7,7.6537E7,8.9505E7,7.8349E7,1.9437E7,1.4214E7,6.7252E7,3.5632E7,0.95:0.86:1.00:0.88:0.22:0.16:0.75:0.40,8.9806E7,3.622E7,8.2369E7,3.4134E7,1.00:0.41,11737,FBpp0079436
331,292,FBgn0053113,96.60,20,8,8,Carbamidomethylation; Oxidation (M),3.0003E7,4.0083E7,3.9566E7,1.7167E7,1.5119E7,1.4418E7,4.0142E6,6.9602E6,1.8953E7,2.9564E7,3.198E7,1.5067E7,1.1218E7,1.1433E7,3.7363E6,2.3271E6,0.59:0.92:1.00:0.47:0.35:0.36:0.12:0.07,3.3199E7,1.5265E7,2.47E7,1.1282E7,1.00:0.46,65444,FBpp0290753
737,493,FBgn0038826,96.46,13,8,8,Carbamidomethylation; Oxidation (M),2.2534E7,2.7862E7,2.486E7,2.3301E7,1.0564E7,1.6192E7,5.1621E6,2.955E6,1.321E7,1.6357E7,1.6354E7,1.5397E7,7.6444E6,1.2518E7,3.4535E6,1.8372E6,0.81:1.00:1.00:0.94:0.47:0.77:0.21:0.11,2.4989E7,1.1214E7,1.533E7,8.6963E6,1.00:0.57,83261,FBpp0306764
1578,1184,FBgn0030973,95.98,4,2,2,,9.6822E5,1.7966E6,1.4011E6,2.5386E6,6.7674E6,4.9705E6,2.8449E6,1.5311E6,9.6822E5,1.7966E6,1.4011E6,2.5386E6,6.7674E6,4.9705E6,2.8449E6,1.5311E6,0.69:1.28:1.00:1.81:4.83:3.55:2.03:1.09,1.6761E6,4.0285E6,1.6761E6,4.0285E6,1.00:2.40,61755,FBpp0074418
265,366,FBgn0027079,95.52,25,23,23,Oxidation (M); Deamidation (NQ),2.4467E7,2.767E7,2.8717E7,3.1258E7,1.2559E8,2.3443E7,4.1957E7,9.9236E7,6.2364E6,6.4053E6,6.8782E6,6.3235E6,2.1702E7,6.9823E6,1.288E7,2.0409E7,0.91:0.93:1.00:0.92:3.16:1.02:1.87:2.97,2.8805E7,7.7116E7,6.4608E6,1.5539E7,1.00:2.41,118793,FBpp0305353
508,860,FBgn0030332,95.26,57,9,9,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8.4783E7,6.6233E7,6.2699E7,6.8494E7,2.4299E7,8.5362E6,3.9122E7,3.5485E7,5.2758E7,3.5392E7,4.4169E7,4.413E7,1.9039E7,7.0213E6,2.1661E7,2.5954E7,1.19:0.80:1.00:1.00:0.43:0.16:0.49:0.59,7.0786E7,3.0707E7,4.4181E7,2.0206E7,1.00:0.46,27080,FBpp0073450
1639,2607,FBgn0011217,95.24,24,2,2,Carbamidomethylation,7.1547E6,7.3398E6,3.2099E6,2.072E6,6.7404E6,5.3932E6,3.1195E7,1.6598E7,7.1547E6,7.3398E6,3.2099E6,2.072E6,6.7404E6,5.3932E6,3.1195E7,1.6598E7,2.23:2.29:1.00:0.65:2.10:1.68:9.72:5.17,4.9441E6,1.4982E7,4.9441E6,1.4982E7,1.00:3.03,16678,FBpp0082477
723,719,FBgn0015790,94.62,51,10,10,,9.1439E7,6.1036E7,6.3048E7,3.7221E7,3.1907E7,2.1077E6,1.9442E7,2.7616E7,3.8696E7,2.7841E7,2.7134E7,2.1008E7,1.7886E7,2.0701E6,1.2009E7,1.6071E7,1.43:1.03:1.00:0.77:0.66:0.08:0.44:0.59,6.3829E7,2.6354E7,2.867E7,1.438E7,1.00:0.50,24245,FBpp0083414
848,602,FBgn0264978,93.81,9,5,5,Oxidation (M),4.457E6,5.6135E6,4.4551E6,5.1215E6,1.9878E6,1.6347E6,1.5202E6,7.0188E5,2.6094E6,3.4446E6,3.294E6,3.0009E6,1.3785E6,1.5164E6,1.3727E6,5.0586E5,0.79:1.05:1.00:0.91:0.42:0.46:0.42:0.15,4.9117E6,1.619E6,3.0872E6,1.1934E6,1.00:0.39,72366,FBpp0077461
546,354,FBgn0086443,92.87,33,15,15,Carbamidomethylation; Oxidation (M),2.1978E7,2.9642E7,2.3254E7,2.0326E7,7.2555E7,6.6527E7,4.7688E7,3.2161E7,9.6656E6,1.3797E7,1.1163E7,1.0974E7,3.559E7,3.4882E7,2.0428E7,1.7017E7,0.87:1.24:1.00:0.98:3.19:3.12:1.83:1.52,2.3914E7,6.0655E7,1.14E7,2.6979E7,1.00:2.37,63932,FBpp0080705
1137,1598,FBgn0034451,92.83,14,2,2,,3.0691E5,1.2027E5,4.1347E5,3.4018E5,1.7202E6,2.808E4,1.5157E6,1.3267E6,3.0691E5,1.2027E5,4.1347E5,3.4018E5,1.7202E6,2.808E4,1.5157E6,1.3267E6,0.74:0.29:1.00:0.82:4.16:0.07:3.67:3.21,2.9521E5,1.3243E6,2.9521E5,1.3243E6,1.00:4.49,26974,FBpp0085690
332,302,FBgn0004654,92.39,12,5,5,Oxidation (M),1.0044E7,8.723E6,5.5865E6,7.4211E6,9.5766E6,1.1298E8,8.1974E6,9.5928E6,7.7178E6,8.2825E6,5.1272E6,7.1907E6,9.2885E6,1.1286E8,6.8713E6,8.6671E6,1.51:1.62:1.00:1.40:1.81:22.01:1.34:1.69,8.3034E6,3.554E7,7.4393E6,3.4739E7,1.00:4.67,52491,FBpp0070368
263,243,FBgn0026403,92.36,11,13,13,Carbamidomethylation,3.5483E7,5.9491E7,5.2951E7,4.8015E7,3.6805E7,2.8748E7,9.6453E6,7.8193E6,1.8855E7,3.6099E7,2.8007E7,2.5962E7,2.239E7,1.6623E7,3.6622E6,3.4685E6,0.67:1.29:1.00:0.93:0.80:0.59:0.13:0.12,5.0876E7,2.2831E7,2.9122E7,1.2884E7,1.00:0.44,149081,FBpp0087438
141,135,FBgn0027621,92.27,47,27,27,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8.0591E7,1.2258E8,8.6191E7,9.1734E7,3.0656E8,2.339E8,2.1181E8,1.6694E8,2.6625E7,3.3385E7,2.7249E7,2.4679E7,9.9127E7,5.8107E7,5.6216E7,5.0666E7,0.98:1.23:1.00:0.91:3.64:2.13:2.06:1.86,9.6221E7,2.3535E8,2.7985E7,6.6511E7,1.00:2.38,79161,FBpp0074485
660,922,FBgn0011726,91.61,70,12,12,Carbamidomethylation; Oxidation (M),2.3733E8,2.0179E8,1.8952E8,1.8061E8,2.4391E8,1.8964E8,8.7005E8,7.6838E8,1.5864E8,1.3401E8,1.1469E8,1.1095E8,1.456E8,1.2223E8,4.5245E8,4.9854E8,1.38:1.17:1.00:0.97:1.27:1.07:3.95:4.35,2.0231E8,5.332E8,1.2957E8,3.0471E8,1.00:2.35,17153,FBpp0072097
2574,2535,FBgn0036805,91.25,13,3,3,Oxidation (M),5.0781E6,3.5011E6,4.0445E6,3.1469E6,3.4798E6,1.5032E6,2.4537E5,7.3108E4,5.0781E6,3.5011E6,4.0445E6,3.1469E6,3.4798E6,1.5032E6,2.4537E5,7.3108E4,1.26:0.87:1.00:0.78:0.86:0.37:0.06:0.02,3.9426E6,2.407E6,3.9426E6,2.407E6,1.00:0.61,22328,FBpp0074859
1519,1124,FBgn0266449,91.17,3,1,1,,1.4358E6,5.0095E5,1.8154E6,2.317E6,1.423E4,2.6657E5,2.2636E5,4.2314E4,1.4358E6,5.0095E5,1.8154E6,2.317E6,1.423E4,2.6657E5,2.2636E5,4.2314E4,0.79:0.28:1.00:1.28:0.02:0.15:0.12:0.02,1.5173E6,1.3737E5,1.5173E6,1.3737E5,1.00:0.09,31215,FBpp0078823
595,432,FBgn0036837,91.07,14,9,9,Carbamidomethylation; Oxidation (M),1.8821E6,6.7831E6,5.6205E6,4.7948E6,2.9748E7,3.1212E6,1.7862E7,1.3894E7,1.0417E6,3.9232E6,3.9894E6,3.9322E6,1.6111E7,2.2171E6,1.4504E7,9.3772E6,0.26:0.98:1.00:0.99:4.04:0.56:3.64:2.35,5.9497E6,1.8328E7,3.9603E6,1.1076E7,1.00:2.80,86748,FBpp0074812
178,384,FBgn0031908,90.02,62,23,23,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.1491E8,6.1109E8,4.8955E8,4.8907E8,2.3194E9,1.9747E9,3.3028E9,2.6203E9,2.7753E8,2.6872E8,1.9423E8,1.7278E8,9.9655E8,8.7166E8,1.2261E9,1.1275E9,1.43:1.38:1.00:0.89:5.13:4.49:6.31:5.81,6.5449E8,2.6064E9,2.4814E8,1.0554E9,1.00:4.25,31253,FBpp0079069
574,872,FBgn0010590,89.44,44,7,7,Carbamidomethylation; Oxidation (M),2.8864E7,2.1476E7,2.3669E7,2.9595E7,1.4136E7,8.4905E6,5.5884E6,1.9917E7,2.3958E7,1.4938E7,1.8215E7,1.9321E7,1.1035E7,5.1771E6,3.1855E6,1.3464E7,1.32:0.82:1.00:1.06:0.61:0.28:0.17:0.74,2.5901E7,1.2033E7,1.9108E7,8.2155E6,1.00:0.43,24264,FBpp0086400
219,257,FBgn0043783,88.53,44,14,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.6733E7,9.5233E7,6.4121E7,6.0039E7,1.5434E8,3.0098E8,2.8244E8,1.7316E8,3.4117E7,3.91E7,2.5964E7,2.0504E7,8.3244E7,1.9334E8,1.3681E8,1.1179E8,1.31:1.51:1.00:0.79:3.21:7.45:5.27:4.31,8.1361E7,2.396E8,3.3512E7,1.4073E8,1.00:4.20,41600,FBpp0078078
106,174,FBgn0261800,87.95,3,6,6,,2.3452E7,1.58E7,2.1707E7,1.9437E7,3.4228E6,5.4461E6,2.3835E6,6.9369E6,1.2968E7,1.1563E7,1.6199E7,1.4023E7,1.6023E6,8.7182E5,1.6709E6,3.8938E6,0.80:0.71:1.00:0.87:0.10:0.05:0.10:0.24,2.0099E7,4.8484E6,1.3688E7,2.0097E6,1.00:0.15,198333,FBpp0079113
1649,2287,FBgn0086472,87.75,18,3,3,,7.4118E7,1.3198E8,1.0894E8,1.1098E8,1.5327E7,1.1534E7,4.4238E7,5.3747E7,6.2669E7,1.2421E8,1.0215E8,1.0516E8,1.4043E7,1.061E7,4.061E7,5.0339E7,0.61:1.22:1.00:1.03:0.14:0.10:0.40:0.49,1.065E8,3.1212E7,9.8545E7,2.8901E7,1.00:0.29,13201,FBpp0081845
49,13,FBgn0000559,87.39,65,50,50,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.5679E8,9.3064E8,8.3262E8,7.9114E8,2.6553E9,1.5944E9,1.2472E9,2.5413E9,1.6466E8,1.9547E8,1.6881E8,1.553E8,5.019E8,3.0879E8,2.244E8,5.3963E8,0.98:1.16:1.00:0.92:2.97:1.83:1.33:3.20,8.3794E8,2.0688E9,1.7106E8,4.2699E8,1.00:2.50,94459,FBpp0085265
1438,1005,FBgn0037894,86.80,3,2,2,,4.9306E4,1.6914E5,3.6663E5,1.0292E5,3.1334E6,1.4646E5,4.5482E5,3.2477E6,4.9306E4,1.6914E5,3.6663E5,1.0292E5,3.1334E6,1.4646E5,4.5482E5,3.2477E6,0.13:0.46:1.00:0.28:8.55:0.40:1.24:8.86,2.8087E5,1.9391E6,2.8087E5,1.9391E6,1.00:6.90,114407,FBpp0081862
729,1041,FBgn0011832,86.51,36,7,7,Carbamidomethylation; Oxidation (M),2.4922E7,4.9989E7,8.1129E6,9.7048E6,1.1099E8,1.1087E8,3.2435E6,3.1109E6,2.2635E7,3.906E7,7.9428E6,8.761E6,9.1146E7,8.3272E7,2.7003E6,2.4872E6,2.85:4.92:1.00:1.10:11.48:10.48:0.34:0.31,2.4495E7,7.0974E7,2.0391E7,5.5553E7,1.00:2.72,26420,FBpp0077483
1099,718,FBgn0030734,86.39,2,1,1,,2.3583E4,8.6757E5,1.5357E6,8.9782E5,1.9008E5,0,2.939E5,0,2.3583E4,8.6757E5,1.5357E6,8.9782E5,1.9008E5,0,2.939E5,0,0.02:0.56:1.00:0.58:0.12:0:0.19:0,8.3117E5,2.4199E5,8.3117E5,2.4199E5,1.00:0.29,47055,FBpp0074020
358,200,FBgn0031497,86.26,41,18,18,Carbamidomethylation; Oxidation (M),1.8294E7,6.6445E7,3.3172E7,4.3848E7,1.2968E8,1.1405E8,8.2388E7,6.3944E7,7.604E6,2.3559E7,8.426E6,2.1392E7,3.4864E7,5.0861E7,2.8919E7,2.4883E7,0.90:2.80:1.00:2.54:4.14:6.04:3.43:2.95,4.4494E7,9.7653E7,1.5245E7,3.4882E7,1.00:2.29,56456,FBpp0077351
207,14,FBgn0027291,86.21,19,7,7,Oxidation (M),1.7509E8,1.7738E8,1.7742E8,2.0149E8,5.5363E6,1.1295E7,1.2515E7,1.0806E7,1.3435E8,1.216E8,1.2306E8,1.2682E8,3.8053E6,6.7464E6,7.6575E6,5.6494E6,1.09:0.99:1.00:1.03:0.03:0.05:0.06:0.05,1.8289E8,1.187E7,1.2646E8,7.1062E6,1.00:0.06,40844,FBpp0307649
1562,1378,FBgn0031973,85.23,1,1,1,,3.6558E5,5.1179E5,3.1907E5,2.6497E5,4.1397E5,1.1106E6,1.633E6,1.5972E6,3.6558E5,5.1179E5,3.1907E5,2.6497E5,4.1397E5,1.1106E6,1.633E6,1.5972E6,1.15:1.60:1.00:0.83:1.30:3.48:5.12:5.01,3.6535E5,1.1887E6,3.6535E5,1.1887E6,1.00:3.25,59350,FBpp0079171
1143,1050,FBgn0036272,85.23,9,2,2,,0,2.5297E6,1.1646E6,1.7245E6,5.0173E6,9.0926E5,1.5247E7,6.1856E6,0,2.5297E6,1.1646E6,1.7245E6,5.0173E6,9.0926E5,1.5247E7,6.1856E6,0:2.17:1.00:1.48:4.31:0.78:13.09:5.31,1.8507E6,7.3319E6,1.8507E6,7.3319E6,1.00:3.96,52185,FBpp0312082
1254,1298,FBgn0028552,85.18,5,1,1,,0,1.2007E5,3.5487E5,2.9177E5,1.7194E5,0,5.288E4,0,0,1.2007E5,3.5487E5,2.9177E5,1.7194E5,0,5.288E4,0,0:0.34:1.00:0.82:0.48:0:0.15:0,2.5557E5,1.1241E5,2.5557E5,1.1241E5,1.00:0.44,33696,FBpp0072096
240,127,FBgn0260439,85.01,33,17,17,Carbamidomethylation; Oxidation (M),5.7152E7,7.8886E7,7.1329E7,7.9387E7,2.242E8,1.8634E8,1.6347E8,9.4022E7,1.8629E7,3.0399E7,2.4771E7,2.8732E7,6.6127E7,5.9237E7,7.5172E7,3.2527E7,0.75:1.23:1.00:1.16:2.67:2.39:3.03:1.31,7.3668E7,1.6779E8,2.5784E7,5.8352E7,1.00:2.26,71862,FBpp0308836
482,1086,FBgn0039479,84.85,2,1,1,,2.2094E6,4.4975E5,9.0189E5,5.4026E5,1.2262E5,3.0672E4,1.1517E5,1.0562E6,2.2094E6,4.4975E5,9.0189E5,5.4026E5,1.2262E5,3.0672E4,1.1517E5,1.0562E6,2.45:0.50:1.00:0.60:0.14:0.03:0.13:1.17,1.0253E6,3.3117E5,1.0253E6,3.3117E5,1.00:0.32,57629,FBpp0288839
13,368,FBgn0000055,84.71,94,69,69,Carbamidomethylation; Deamidation (NQ),2.3114E10,1.7942E10,1.8493E10,1.0132E10,2.8114E10,1.209E10,3.6867E10,6.3853E10,7.3191E9,5.8844E9,5.8229E9,3.308E9,8.8452E9,4.6885E9,1.4064E10,2.3092E10,1.26:1.01:1.00:0.57:1.52:0.81:2.42:3.97,1.7516E10,3.628E10,5.5905E9,1.269E10,1.00:2.27,27734,FBpp0100045
66,51,FBgn0002719,82.83,45,33,33,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8.44E8,8.8575E8,8.0694E8,7.3251E8,2.7857E9,1.9613E9,2.1658E9,1.2026E9,2.0741E8,2.3062E8,2.4336E8,2.2148E8,6.9525E8,4.5072E8,5.8749E8,2.9531E8,0.85:0.95:1.00:0.91:2.86:1.85:2.41:1.21,8.2926E8,2.0319E9,2.3305E8,5.0753E8,1.00:2.18,84626,FBpp0082129
2220,2775,FBgn0029785,82.65,11,1,1,,3.9462E6,5.2999E6,7.005E6,1.0621E7,9.521E5,1.3647E6,5.6866E6,3.967E6,3.9462E6,5.2999E6,7.005E6,1.0621E7,9.521E5,1.3647E6,5.6866E6,3.967E6,0.56:0.76:1.00:1.52:0.14:0.19:0.81:0.57,6.7181E6,2.9926E6,6.7181E6,2.9926E6,1.00:0.45,14450,FBpp0070766
165,41,FBgn0261955,82.51,28,12,12,Carbamidomethylation; Oxidation (M),2.8192E7,5.3479E7,1.6712E7,1.2918E7,2.1825E7,1.0147E7,8.2294E7,5.5083E7,9.4461E6,2.0977E7,7.8128E6,6.2773E6,1.3473E7,4.3237E6,4.8552E7,3.3773E7,1.21:2.68:1.00:0.80:1.72:0.55:6.21:4.32,3.0612E7,4.9152E7,1.1128E7,2.8743E7,1.00:2.58,58217,FBpp0070871
334,272,FBgn0026479,82.00,18,10,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.5696E6,7.0335E6,8.0816E6,7.1761E6,2.1107E7,1.6293E7,1.1937E7,1.641E7,2.9804E6,4.8528E6,5.1676E6,4.3553E6,1.1215E7,1.054E7,7.5628E6,9.5102E6,0.58:0.94:1.00:0.84:2.17:2.04:1.46:1.84,7.4795E6,1.6626E7,4.4877E6,9.707E6,1.00:2.16,82566,FBpp0077424
1236,1088,FBgn0024846,81.89,7,2,2,Oxidation (M),1.0273E5,7.8958E5,1.3488E6,1.7529E6,4.2474E6,4.2067E5,8.5836E6,7.7108E6,1.0273E5,7.8958E5,1.3488E6,1.7529E6,4.2474E6,4.2067E5,8.5836E6,7.7108E6,0.08:0.59:1.00:1.30:3.15:0.31:6.36:5.72,1.1655E6,5.5929E6,1.1655E6,5.5929E6,1.00:4.80,42098,FBpp0080111
6,122,FBgn0033246,79.69,34,67,67,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.7921E8,3.0447E8,3.4418E8,2.9437E8,2.7904E8,1.319E8,8.9276E7,1.5619E8,4.8212E7,5.2349E7,5.1361E7,4.6672E7,3.5699E7,2.4075E7,1.1191E7,1.8916E7,0.94:1.02:1.00:0.91:0.70:0.47:0.22:0.37,3.1442E8,1.7295E8,5.0179E7,2.2616E7,1.00:0.45,278594,FBpp0087947
38,2,FBgn0003884,79.26,26,7,7,Carbamidomethylation; Oxidation (M),2.0459E8,2.7556E8,2.1168E8,2.3296E8,2.3631E8,1.7058E9,2.0141E8,1.7238E8,1.907E8,2.3188E8,1.8541E8,2.066E8,1.9449E8,1.4166E9,1.6267E8,1.4207E8,1.03:1.25:1.00:1.11:1.05:7.64:0.88:0.77,2.3405E8,5.8238E8,2.037E8,4.7923E8,1.00:2.35,49908,FBpp0081153
1593,1253,FBgn0052190,79.18,2,1,1,,3.3114E5,3.7532E5,5.0569E5,3.6667E5,1.6314E5,3.5156E5,0,0,3.3114E5,3.7532E5,5.0569E5,3.6667E5,1.6314E5,3.5156E5,0,0,0.65:0.74:1.00:0.73:0.32:0.70:0:0,3.9471E5,2.5735E5,3.9471E5,2.5735E5,1.00:0.65,67383,FBpp0074937
698,1165,FBgn0003462,78.89,66,8,8,Carbamidomethylation; Deamidation (NQ),1.8715E8,1.6957E8,1.616E8,1.311E8,1.3379E8,1.1148E8,4.4635E8,3.3526E8,9.879E7,8.844E7,8.6492E7,7.3343E7,8.8606E7,8.1459E7,3.3079E8,2.6264E8,1.14:1.02:1.00:0.85:1.02:0.94:3.82:3.04,1.6351E8,2.6267E8,8.6766E7,1.9087E8,1.00:2.20,15699,FBpp0075958
254,204,FBgn0039562,78.65,5,4,4,Oxidation (M),3.3725E7,2.4574E7,3.0947E7,2.7338E7,1.4795E6,2.877E6,6.0056E5,0,2.9902E7,2.1985E7,2.6744E7,2.2871E7,1.4795E6,2.3889E6,5.7868E5,0,1.12:0.82:1.00:0.86:0.06:0.09:0.02:0,2.9146E7,1.7373E6,2.5376E7,1.4824E6,1.00:0.06,90239,FBpp0084623
1950,1604,FBgn0261268,78.27,2,2,2,,4.3562E5,4.2885E5,4.0021E5,0,8.5218E5,9.1617E5,3.3485E5,1.4021E6,4.3562E5,4.2885E5,4.0021E5,0,8.5218E5,9.1617E5,3.3485E5,1.4021E6,1.09:1.07:1.00:0:2.13:2.29:0.84:3.50,4.2156E5,8.7633E5,4.2156E5,8.7633E5,1.00:2.08,106858,FBpp0291369
150,62,FBgn0031418,78.01,81,25,25,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.1588E8,2.6822E8,1.8867E8,1.8486E8,3.7291E8,1.1248E9,9.6553E8,5.7999E8,6.1512E7,7.5207E7,5.8691E7,4.9223E7,1.0768E8,3.5361E8,2.7722E8,1.9108E8,1.05:1.28:1.00:0.84:1.83:6.02:4.72:3.26,2.5451E8,8.7544E8,7.6416E7,2.5753E8,1.00:3.37,37286,FBpp0077468
356,307,FBgn0263740,77.82,9,4,4,,1.2058E6,1.2218E6,2.0929E6,1.9661E6,1.0017E6,1.7591E7,7.0643E5,6.751E5,6.3682E5,9.9673E5,1.485E6,1.4523E6,6.658E5,1.7591E7,4.6451E5,3.3905E5,0.43:0.67:1.00:0.98:0.45:11.85:0.31:0.23,1.6217E6,9.5999E6,1.1427E6,9.2953E6,1.00:8.13,51485,FBpp0302537
1747,1348,FBgn0264815,77.56,2,2,2,,1.4844E6,1.7529E6,1.9944E6,2.1216E6,8.0823E5,1.0456E6,7.4017E5,0,1.4844E6,1.7529E6,1.9944E6,2.1216E6,8.0823E5,1.0456E6,7.4017E5,0,0.74:0.88:1.00:1.06:0.41:0.52:0.37:0,1.8383E6,8.6466E5,1.8383E6,8.6466E5,1.00:0.47,124797,FBpp0306255
431,546,FBgn0035678,77.33,52,14,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.3494E8,1.4277E8,4.9954E7,6.9837E7,6.8544E7,3.9944E7,1.8666E7,2.0314E7,1.2944E8,7.08E7,2.1614E7,3.0188E7,2.5086E7,1.9952E7,1.101E7,9.3507E6,5.99:3.28:1.00:1.40:1.16:0.92:0.51:0.43,1.559E8,4.4586E7,6.8237E7,1.8187E7,1.00:0.27,29775,FBpp0076772
523,374,FBgn0264855,77.30,9,7,7,,7.6861E6,1.0632E7,1.132E7,1.2112E7,4.3033E6,2.8704E6,3.1067E6,5.3532E6,4.9707E6,6.2905E6,6.3504E6,6.4278E6,2.8252E6,1.3805E6,1.3234E6,3.0952E6,0.78:0.99:1.00:1.01:0.44:0.22:0.21:0.49,1.0601E7,4.1411E6,6.0098E6,2.1561E6,1.00:0.36,106935,FBpp0088945
144,52,FBgn0016693,76.96,63,31,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),9.09E7,1.362E8,1.3299E8,1.4733E8,5.1989E8,3.8206E8,3.7026E8,2.3409E8,3.5971E7,5.0797E7,4.9764E7,5.108E7,1.7409E8,1.2012E8,7.7034E7,3.7132E7,0.72:1.02:1.00:1.03:3.50:2.41:1.55:0.75,1.3312E8,3.8765E8,4.7248E7,1.1136E8,1.00:2.36,61581,FBpp0082123
746,868,FBgn0035772,76.95,10,4,4,Oxidation (M); Deamidation (NQ),6.942E6,6.3277E6,8.7403E6,6.012E6,2.4222E7,4.6297E6,1.8997E7,1.4784E7,6.2738E6,5.9777E6,8.326E6,5.5948E6,2.2664E7,4.528E6,1.8353E7,1.4295E7,0.75:0.72:1.00:0.67:2.72:0.54:2.20:1.72,7.2801E6,1.6966E7,6.8177E6,1.6268E7,1.00:2.39,54232,FBpp0291704
79,32,FBgn0053138,76.51,63,40,40,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.9083E8,7.6437E8,6.9966E8,6.0112E8,1.2647E9,8.2101E8,1.5346E9,9.1107E8,9.709E7,1.217E8,1.1472E8,1.05E8,2.8613E8,2.0441E8,2.7687E8,1.8473E8,0.85:1.06:1.00:0.92:2.49:1.78:2.41:1.61,6.664E8,1.1411E9,1.1045E8,2.3846E8,1.00:2.16,79109,FBpp0086845
1328,1130,FBgn0033735,76.30,3,1,1,Carbamidomethylation,1.9276E4,0,1.9577E5,8.0561E4,9.0691E3,9.0141E5,1.9505E5,0,1.9276E4,0,1.9577E5,8.0561E4,9.0691E3,9.0141E5,1.9505E5,0,0.10:0:1.00:0.41:0.05:4.60:1.00:0,9.8535E4,3.6851E5,9.8535E4,3.6851E5,1.00:3.74,38503,FBpp0087038
