Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Sample Profile (Ratio),Tissue_U Area,Tissue_PM Area,Tissue_U Area (top-3 peptides),Tissue_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
438,495,FBgn0000566,3.12,17,6,6,,3.5242E6,2.7759E7,2.3863E7,2.1929E7,1.1745E5,2.3387E7,1.9761E7,1.7846E7,0.02:1.00:0.84:0.76,1.5642E7,2.2896E7,1.1752E7,1.8803E7,1.00:1.60,42988,FBpp0085889
991,701,FBgn0040087,3.10,2,2,2,,6.4341E5,8.5185E5,7.7213E5,1.8728E6,6.4341E5,8.5185E5,7.7213E5,1.8728E6,0.76:1.00:0.91:2.20,7.4763E5,1.3225E6,7.4763E5,1.3225E6,1.00:1.77,92069,FBpp0071045
1561,1511,FBgn0266720,3.10,21,4,4,Oxidation (M),2.4865E6,3.2065E6,3.6076E6,5.1787E6,2.2976E6,2.6062E6,3.2259E6,4.6537E6,0.88:1.00:1.24:1.79,2.8465E6,4.3932E6,2.4519E6,3.9398E6,1.00:1.61,23554,FBpp0081641
1618,1950,FBgn0002783,3.10,1,1,1,,1.267E5,1.0318E5,3.0387E5,4.3179E5,1.267E5,1.0318E5,3.0387E5,4.3179E5,1.23:1.00:2.94:4.18,1.1494E5,3.6783E5,1.1494E5,3.6783E5,1.00:3.20,131361,FBpp0082692
1182,1129,FBgn0032799,3.09,16,3,3,Carbamidomethylation,3.7605E6,1.8328E6,3.0849E6,1.2622E5,3.7605E6,1.8328E6,3.0849E6,1.2622E5,2.05:1.00:1.68:0.07,2.7966E6,1.6056E6,2.7966E6,1.6056E6,1.00:0.57,27002,FBpp0080817
2468,2848,FBgn0033741,3.09,2,1,1,,1.4186E5,6.0949E4,2.731E5,3.7437E5,1.4186E5,6.0949E4,2.731E5,3.7437E5,2.33:1.00:4.48:6.14,1.014E5,3.2373E5,1.014E5,3.2373E5,1.00:3.19,99841,FBpp0087045
814,608,FBgn0004419,3.08,17,6,6,Carbamidomethylation; Oxidation (M),5.523E6,3.5207E6,7.205E6,8.6496E6,4.419E6,2.8426E6,5.3501E6,6.2948E6,1.55:1.00:1.88:2.21,4.5219E6,7.9273E6,3.6308E6,5.8224E6,1.00:1.60,51945,FBpp0079565
1583,1644,FBgn0028648,3.07,22,4,4,,5.065E6,3.6674E6,3.2011E6,1.379E6,3.7495E6,3.0039E6,3.0476E6,1.2081E6,1.25:1.00:1.01:0.40,4.3662E6,2.2901E6,3.3767E6,2.1278E6,1.00:0.63,20927,FBpp0076601
1932,1705,FBgn0032156,3.07,5,2,2,,7.1087E5,8.1009E5,8.7912E5,1.8007E6,7.1087E5,8.1009E5,8.7912E5,1.8007E6,0.88:1.00:1.09:2.22,7.6048E5,1.3399E6,7.6048E5,1.3399E6,1.00:1.76,55866,FBpp0079497
1373,1850,FBgn0035473,3.07,43,4,4,Oxidation (M); Deamidation (NQ),5.0043E6,3.7E6,3.7693E6,1.5693E6,4.1105E6,3.1426E6,3.2184E6,1.3756E6,1.31:1.00:1.02:0.44,4.3521E6,2.6693E6,3.6265E6,2.297E6,1.00:0.63,16152,FBpp0073033
535,394,FBgn0264078,3.06,28,11,11,,3.1206E7,2.0495E7,3.1887E7,4.2599E7,1.6076E7,7.209E6,1.5715E7,1.9579E7,2.23:1.00:2.18:2.72,2.585E7,3.7243E7,1.1642E7,1.7647E7,1.00:1.52,49510,FBpp0303248
2249,2629,FBgn0029148,3.05,12,2,2,Oxidation (M),3.0145E6,3.3755E6,1.4998E6,2.592E6,3.0145E6,3.3755E6,1.4998E6,2.592E6,0.89:1.00:0.44:0.77,3.195E6,2.0459E6,3.195E6,2.0459E6,1.00:0.64,17724,FBpp0075448
797,745,FBgn0033989,3.05,22,9,9,Oxidation (M),1.0631E7,5.3048E6,9.6067E6,1.4926E7,4.9085E6,2.6359E6,4.8139E6,7.5707E6,1.86:1.00:1.83:2.87,7.9679E6,1.2266E7,3.7722E6,6.1923E6,1.00:1.64,49059,FBpp0086555
564,665,FBgn0004103,3.05,3,1,1,,5.9672E5,3.4053E5,3.7663E5,7.2433E4,5.9672E5,3.4053E5,3.7663E5,7.2433E4,1.75:1.00:1.11:0.21,4.6862E5,2.2453E5,4.6862E5,2.2453E5,1.00:0.48,34542,FBpp0082067
161,224,FBgn0037891,3.04,48,18,18,Oxidation (M),2.6849E8,1.8558E8,2.8602E8,3.7047E8,1.3901E8,1.0449E8,1.5208E8,2.005E8,1.33:1.00:1.46:1.92,2.2703E8,3.2825E8,1.2175E8,1.7629E8,1.00:1.45,49924,FBpp0081834
1781,1930,FBgn0042185,3.04,3,1,1,,1.991E6,1.4956E5,1.5442E5,5.2966E5,1.991E6,1.4956E5,1.5442E5,5.2966E5,13.31:1.00:1.03:3.54,1.0703E6,3.4204E5,1.0703E6,3.4204E5,1.00:0.32,52886,FBpp0300166
2313,2599,FBgn0261437,3.04,4,1,1,,8.355E5,5.2104E5,4.6695E5,1.8636E5,8.355E5,5.2104E5,4.6695E5,1.8636E5,1.60:1.00:0.90:0.36,6.7827E5,3.2666E5,6.7827E5,3.2666E5,1.00:0.48,21431,FBpp0079262
1820,1790,FBgn0039566,3.03,3,2,2,,4.2483E5,5.0341E5,7.5032E5,1.107E6,4.2483E5,5.0341E5,7.5032E5,1.107E6,0.84:1.00:1.49:2.20,4.6412E5,9.2867E5,4.6412E5,9.2867E5,1.00:2.00,110650,FBpp0084626
752,747,FBgn0037239,3.03,12,4,4,,1.6677E6,2.1862E7,1.7164E7,1.9026E7,1.1865E6,2.0008E7,1.6016E7,1.7863E7,0.06:1.00:0.80:0.89,1.1765E7,1.8095E7,1.0597E7,1.694E7,1.00:1.60,35744,FBpp0078553
779,1156,FBgn0036211,3.03,15,6,6,Oxidation (M); Deamidation (NQ),4.3133E7,5.4144E6,1.4414E7,1.503E7,3.5007E7,1.3029E6,9.9218E6,1.1581E7,26.87:1.00:7.62:8.89,2.4274E7,1.4722E7,1.8155E7,1.0751E7,1.00:0.59,37390,FBpp0310443
151,299,FBgn0262782,3.03,49,13,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),4.8232E8,4.6445E8,3.6467E8,3.2962E8,2.8192E8,2.64E8,1.3842E8,1.4171E8,1.07:1.00:0.52:0.54,4.7339E8,3.4714E8,2.7296E8,1.4007E8,1.00:0.51,36059,FBpp0079640
900,610,FBgn0264894,3.02,4,8,8,Oxidation (M),7.7282E6,8.5238E6,1.2591E7,1.2259E7,5.9006E6,6.2307E6,9.0533E6,9.6898E6,0.95:1.00:1.45:1.56,8.126E6,1.2425E7,6.0656E6,9.3715E6,1.00:1.55,266816,FBpp0306886
496,414,FBgn0025628,3.01,22,12,12,Carbamidomethylation; Oxidation (M),1.3192E7,1.9569E7,2.0088E7,2.5472E7,6.8184E6,8.6337E6,1.0243E7,1.3161E7,0.79:1.00:1.19:1.52,1.638E7,2.278E7,7.7261E6,1.1702E7,1.00:1.51,65006,FBpp0070320
12,55,FBgn0087002,3.01,13,38,38,Carbamidomethylation; Deamidation (NQ),4.0724E7,5.9617E7,6.6874E7,7.3166E7,6.7245E6,1.1016E7,1.2758E7,1.4793E7,0.61:1.00:1.16:1.34,5.017E7,7.002E7,8.8703E6,1.3775E7,1.00:1.55,372678,FBpp0088252
396,303,FBgn0037975,3.01,3,1,1,,2.1693E6,7.0827E5,4.1822E5,1.2149E6,2.1693E6,7.0827E5,4.1822E5,1.2149E6,3.06:1.00:0.59:1.72,1.4388E6,8.1655E5,1.4388E6,8.1655E5,1.00:0.57,38086,FBpp0081978
1139,1122,FBgn0030753,3.01,9,3,3,Oxidation (M),1.2194E6,6.2854E5,1.1673E6,2.0539E6,1.2194E6,6.2854E5,1.1673E6,2.0539E6,1.94:1.00:1.86:3.27,9.2395E5,1.6106E6,9.2395E5,1.6106E6,1.00:1.74,50537,FBpp0074054
256,482,FBgn0032773,3.00,28,11,11,Deamidation (NQ),7.3601E7,8.8119E7,1.1444E8,1.3621E8,4.8075E7,5.299E7,6.9204E7,8.1197E7,0.91:1.00:1.31:1.53,8.086E7,1.2533E8,5.0533E7,7.5201E7,1.00:1.49,58032,FBpp0080763
1506,1192,FBgn0014469,3.00,4,2,2,,1.1318E6,2.6161E5,1.1619E6,1.1835E6,1.1318E6,2.6161E5,1.1619E6,1.1835E6,4.33:1.00:4.44:4.52,6.9669E5,1.1727E6,6.9669E5,1.1727E6,1.00:1.68,60693,FBpp0087824
1117,1343,FBgn0010265,3.00,11,2,2,,1.893E6,1.7562E6,9.7334E5,1.2142E6,1.893E6,1.7562E6,9.7334E5,1.2142E6,1.08:1.00:0.55:0.69,1.8246E6,1.0938E6,1.8246E6,1.0938E6,1.00:0.60,17178,FBpp0079328
1300,1577,FBgn0029996,2.99,27,5,5,,1.0399E7,6.5317E6,6.9122E6,1.8708E6,7.7039E6,4.9272E6,5.1816E6,1.4585E6,1.56:1.00:1.05:0.30,8.4654E6,4.3915E6,6.3156E6,3.32E6,1.00:0.53,20889,FBpp0071067
1963,1966,FBgn0037777,2.99,5,1,1,,1.6823E6,3.938E5,1.0225E6,1.4592E4,1.6823E6,3.938E5,1.0225E6,1.4592E4,4.27:1.00:2.60:0.04,1.038E6,5.1857E5,1.038E6,5.1857E5,1.00:0.50,23705,FBpp0081683
615,1332,FBgn0000150,2.99,21,3,3,Oxidation (M),1.2387E6,1.197E6,6.751E5,7.7457E5,1.2387E6,1.197E6,6.751E5,7.7457E5,1.03:1.00:0.56:0.65,1.2178E6,7.2483E5,1.2178E6,7.2483E5,1.00:0.60,18723,FBpp0308291
817,554,FBgn0032393,2.97,18,6,6,,7.411E6,3.3829E6,7.3488E6,9.1906E6,6.6341E6,2.1062E6,6.2397E6,7.2251E6,3.15:1.00:2.96:3.43,5.397E6,8.2697E6,4.3701E6,6.7324E6,1.00:1.54,51074,FBpp0079874
52,83,FBgn0000052,2.96,36,37,37,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.3383E8,1.1367E8,1.2639E8,8.3549E7,2.8707E7,2.2191E7,2.1564E7,1.3647E7,1.29:1.00:0.97:0.61,1.2375E8,1.0497E8,2.5449E7,1.7605E7,1.00:0.69,148085,FBpp0078850
1841,2075,FBgn0037328,2.96,17,3,3,,2.2416E7,1.6903E7,1.5064E7,9.7829E6,2.2416E7,1.6903E7,1.5064E7,9.7829E6,1.33:1.00:0.89:0.58,1.9659E7,1.2424E7,1.9659E7,1.2424E7,1.00:0.63,17656,FBpp0078416
1354,1180,FBgn0027582,2.96,5,6,6,Deamidation (NQ),2.0487E6,2.3893E6,3.3293E6,3.7023E6,1.4633E6,1.4858E6,2.3124E6,2.2744E6,0.98:1.00:1.56:1.53,2.219E6,3.5158E6,1.4746E6,2.2934E6,1.00:1.56,136436,FBpp0079815
1371,1534,FBgn0011206,2.95,9,2,2,Carbamidomethylation,6.7923E5,6.1432E5,3.6997E5,4.0008E5,6.7923E5,6.1432E5,3.6997E5,4.0008E5,1.11:1.00:0.60:0.65,6.4677E5,3.8502E5,6.4677E5,3.8502E5,1.00:0.60,25246,FBpp0304242
944,910,FBgn0034368,2.94,14,5,5,,8.084E6,3.2182E6,8.2621E6,1.0084E7,7.5024E6,2.6002E6,7.4503E6,9.1796E6,2.89:1.00:2.87:3.53,5.6511E6,9.1729E6,5.0513E6,8.315E6,1.00:1.65,44862,FBpp0085842
240,425,FBgn0086355,2.94,55,17,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.5504E8,4.6368E8,5.1317E8,2.3857E8,2.8982E8,1.8354E8,1.9881E8,1.1796E8,1.58:1.00:1.08:0.64,5.5936E8,3.7587E8,2.3668E8,1.5838E8,1.00:0.67,37939,FBpp0084948
1900,1836,FBgn0053056,2.93,4,1,1,,4.8728E5,7.6374E5,3.1096E5,1.0095E5,4.8728E5,7.6374E5,3.1096E5,1.0095E5,0.64:1.00:0.41:0.13,6.2551E5,2.0595E5,6.2551E5,2.0595E5,1.00:0.33,39097,FBpp0077967
545,806,FBgn0265191,2.92,2,1,1,Oxidation (M),4.0409E6,3.7656E6,2.5489E6,1.773E6,4.0409E6,3.7656E6,2.5489E6,1.773E6,1.07:1.00:0.68:0.47,3.9032E6,2.161E6,3.9032E6,2.161E6,1.00:0.55,78062,FBpp0308234
1871,1570,FBgn0023512,2.92,2,1,1,,2.3851E4,1.8048E5,1.7056E5,4.5076E5,2.3851E4,1.8048E5,1.7056E5,4.5076E5,0.13:1.00:0.95:2.50,1.0216E5,3.1066E5,1.0216E5,3.1066E5,1.00:3.04,75019,FBpp0070336
1156,878,FBgn0027066,2.92,10,3,3,,6.4144E6,4.6889E6,3.7463E6,2.9913E6,6.4144E6,4.6889E6,3.7463E6,2.9913E6,1.37:1.00:0.80:0.64,5.5517E6,3.3688E6,5.5517E6,3.3688E6,1.00:0.61,33293,FBpp0289513
47,5,FBgn0039241,2.92,68,37,37,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.7676E8,6.1536E8,4.8624E8,3.5474E8,1.5795E8,1.4534E8,1.2324E8,8.0661E7,1.09:1.00:0.85:0.55,6.4606E8,4.2049E8,1.5165E8,1.0195E8,1.00:0.67,63324,FBpp0084087
442,398,FBgn0027080,2.91,29,13,13,Oxidation (M),1.8847E7,2.2417E7,1.6915E7,1.3256E7,9.6964E6,1.1121E7,8.3552E6,5.8206E6,0.87:1.00:0.75:0.52,2.0632E7,1.5085E7,1.0409E7,7.0879E6,1.00:0.68,58159,FBpp0075168
798,671,FBgn0000416,2.90,1,1,1,Carbamidomethylation,4.5681E4,7.938E4,1.5485E5,1.1086E5,4.5681E4,7.938E4,1.5485E5,1.1086E5,0.58:1.00:1.95:1.40,6.2531E4,1.3285E5,6.2531E4,1.3285E5,1.00:2.12,105963,FBpp0085075
1029,848,FBgn0015766,2.90,9,4,4,Oxidation (M),3.9023E6,4.9931E6,7.4051E6,5.84E6,3.1769E6,4.3465E6,6.4834E6,5.2095E6,0.73:1.00:1.49:1.20,4.4477E6,6.6226E6,3.7617E6,5.8464E6,1.00:1.55,71810,FBpp0076839
2429,2535,FBgn0036805,2.89,5,1,1,Oxidation (M),6.9295E5,2.7171E5,9.3847E5,6.0792E5,6.9295E5,2.7171E5,9.3847E5,6.0792E5,2.55:1.00:3.45:2.24,4.8233E5,7.7319E5,4.8233E5,7.7319E5,1.00:1.60,22328,FBpp0074859
1749,1541,FBgn0031681,2.88,2,1,1,Carbamidomethylation,8.2941E4,9.2097E4,1.7553E5,2.051E5,8.2941E4,9.2097E4,1.7553E5,2.051E5,0.90:1.00:1.91:2.23,8.7519E4,1.9032E5,8.7519E4,1.9032E5,1.00:2.17,72214,FBpp0110323
975,650,FBgn0015039,2.87,6,3,3,Oxidation (M),4.5946E6,1.5376E6,5.1614E6,4.6655E6,4.5946E6,1.5376E6,5.1614E6,4.6655E6,2.99:1.00:3.36:3.03,3.0661E6,4.9134E6,3.0661E6,4.9134E6,1.00:1.60,58911,FBpp0088126
904,1082,FBgn0266448,2.86,55,8,8,,4.5474E7,2.5628E7,1.9183E7,3.5154E7,2.8255E7,2.0137E7,1.0728E7,2.104E7,1.40:1.00:0.53:1.04,3.5551E7,2.7169E7,2.4196E7,1.5884E7,1.00:0.66,18836,FBpp0310817
2653,3658,FBgn0036816,2.85,2,1,1,,7.7984E4,9.8004E5,1.3878E6,1.7248E6,7.7984E4,9.8004E5,1.3878E6,1.7248E6,0.08:1.00:1.42:1.76,5.2901E5,1.5563E6,5.2901E5,1.5563E6,1.00:2.94,65585,FBpp0074848
1094,1045,FBgn0033846,2.85,6,4,4,,5.196E5,7.4647E5,9.5532E5,9.9109E5,4.4526E5,6.2244E5,8.4853E5,8.7191E5,0.72:1.00:1.36:1.40,6.3304E5,9.7321E5,5.3385E5,8.6022E5,1.00:1.61,100476,FBpp0290602
1555,1764,FBgn0029915,2.84,12,2,2,,1.3074E6,8.4386E5,9.925E5,3.0759E5,1.3074E6,8.4386E5,9.925E5,3.0759E5,1.55:1.00:1.18:0.36,1.0757E6,6.5005E5,1.0757E6,6.5005E5,1.00:0.60,24376,FBpp0311823
353,201,FBgn0035909,2.84,41,14,14,Carbamidomethylation; Oxidation (M),4.3711E7,2.2669E7,4.2641E7,5.1513E7,1.7299E7,8.8226E6,1.7455E7,2.1556E7,1.96:1.00:1.98:2.44,3.319E7,4.7077E7,1.3061E7,1.9506E7,1.00:1.49,57568,FBpp0290843
648,1021,FBgn0010213,2.82,31,7,7,Carbamidomethylation; Oxidation (M),1.4823E8,7.6239E7,8.314E7,8.5245E7,1.2691E8,6.1032E7,7.253E7,6.5936E7,2.08:1.00:1.19:1.08,1.1224E8,8.4192E7,9.397E7,6.9233E7,1.00:0.74,24659,FBpp0086226
1477,1089,FBgn0039328,2.82,2,1,1,,6.4799E5,3.268E5,6.24E5,1.0595E6,6.4799E5,3.268E5,6.24E5,1.0595E6,1.98:1.00:1.91:3.24,4.874E5,8.4173E5,4.874E5,8.4173E5,1.00:1.73,47897,FBpp0084223
122,176,FBgn0050069,2.82,9,30,30,Oxidation (M),3.2952E7,7.5822E7,7.4933E7,7.9506E7,9.6103E6,3.6619E7,3.9664E7,3.4908E7,0.26:1.00:1.08:0.95,5.4387E7,7.722E7,2.3115E7,3.7286E7,1.00:1.61,460964,FBpp0086659
1237,1596,FBgn0036825,2.82,43,8,8,Oxidation (M); Deamidation (NQ),1.0842E8,1.0417E8,6.6508E7,7.2193E7,7.1869E7,5.7293E7,4.0852E7,4.5891E7,1.25:1.00:0.71:0.80,1.0629E8,6.935E7,6.4581E7,4.3371E7,1.00:0.67,17281,FBpp0074833
742,917,FBgn0038519,2.81,32,9,9,Deamidation (NQ),2.1141E8,1.3079E8,1.114E8,1.2505E8,1.1989E8,7.1616E7,6.4882E7,6.5897E7,1.67:1.00:0.91:0.92,1.711E8,1.1823E8,9.5754E7,6.539E7,1.00:0.68,26379,FBpp0082927
203,33,FBgn0032076,2.81,42,17,17,Oxidation (M),1.4895E8,9.8244E7,9.9592E7,9.5148E7,6.0076E7,3.3808E7,3.4206E7,2.9126E7,1.78:1.00:1.01:0.86,1.236E8,9.737E7,4.6942E7,3.1666E7,1.00:0.67,52206,FBpp0099918
1294,1212,FBgn0034914,2.80,9,3,3,,7.5783E5,5.5673E6,4.9401E6,5.15E6,7.5783E5,5.5673E6,4.9401E6,5.15E6,0.14:1.00:0.89:0.93,3.1625E6,5.0451E6,3.1625E6,5.0451E6,1.00:1.60,37227,FBpp0309938
309,686,FBgn0010808,2.80,54,12,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.4013E7,2.4569E7,3.4693E7,3.1129E7,1.4789E7,1.0337E7,1.8438E7,1.8606E7,1.43:1.00:1.78:1.80,2.9291E7,3.2911E7,1.2563E7,1.8522E7,1.00:1.47,24183,FBpp0085107
1755,2010,FBgn0250871,2.79,1,1,1,,4.7272E5,5.8198E5,1.6878E5,1.9398E5,4.7272E5,5.8198E5,1.6878E5,1.9398E5,0.81:1.00:0.29:0.33,5.2735E5,1.8138E5,5.2735E5,1.8138E5,1.00:0.34,107058,FBpp0294059
2444,3054,FBgn0261445,2.78,4,1,1,,1.1533E5,1.0723E5,2.4271E5,4.0553E5,1.1533E5,1.0723E5,2.4271E5,4.0553E5,1.08:1.00:2.26:3.78,1.1128E5,3.2412E5,1.1128E5,3.2412E5,1.00:2.91,52875,FBpp0076647
1915,1857,FBgn0025463,2.78,2,1,1,,9.6416E5,2.6989E5,2.6206E5,1.6382E5,9.6416E5,2.6989E5,2.6206E5,1.6382E5,3.57:1.00:0.97:0.61,6.1703E5,2.1294E5,6.1703E5,2.1294E5,1.00:0.35,58170,FBpp0073572
1602,1940,FBgn0027615,2.77,3,1,1,,9.0745E4,4.5737E4,4.6792E4,3.3816E4,9.0745E4,4.5737E4,4.6792E4,3.3816E4,1.98:1.00:1.02:0.74,6.8241E4,4.0304E4,6.8241E4,4.0304E4,1.00:0.59,48697,FBpp0076000
1738,1878,FBgn0053523,2.77,7,4,4,Oxidation (M),3.3993E6,1.3126E6,1.9781E6,9.4972E5,3.1882E6,1.2796E6,1.9094E6,9.3516E5,2.49:1.00:1.49:0.73,2.356E6,1.4639E6,2.2339E6,1.4223E6,1.00:0.64,73174,FBpp0303152
2133,2497,FBgn0034061,2.77,18,3,3,,1.1667E7,7.8007E6,7.4054E6,5.4057E6,1.1667E7,7.8007E6,7.4054E6,5.4057E6,1.50:1.00:0.95:0.69,9.7337E6,6.4056E6,9.7337E6,6.4056E6,1.00:0.66,19004,FBpp0086402
38,2,FBgn0003884,2.76,39,14,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.0193E9,8.9468E8,1.1115E9,1.3703E9,8.7748E8,7.9459E8,9.9078E8,1.1411E9,1.10:1.00:1.25:1.44,9.5696E8,1.2409E9,8.3604E8,1.0659E9,1.00:1.27,49908,FBpp0081153
1685,1994,FBgn0041191,2.76,15,4,4,,5.4847E6,5.0256E6,2.6904E6,4.0756E6,5.4438E6,4.8742E6,2.6379E6,4.0126E6,1.12:1.00:0.54:0.82,5.2551E6,3.383E6,5.159E6,3.3253E6,1.00:0.64,20731,FBpp0078342
2491,3571,FBgn0035482,2.75,5,1,1,,5.1057E4,5.9579E4,1.58E5,1.6212E5,5.1057E4,5.9579E4,1.58E5,1.6212E5,0.86:1.00:2.65:2.72,5.5318E4,1.6006E5,5.5318E4,1.6006E5,1.00:2.89,27932,FBpp0288415
656,922,FBgn0011726,2.75,36,5,5,Oxidation (M),2.1062E6,4.4599E6,1.6504E6,2.2861E6,2.0114E6,3.7752E6,1.5716E6,2.0898E6,0.53:1.00:0.42:0.55,3.283E6,1.9682E6,2.8933E6,1.8307E6,1.00:0.63,17153,FBpp0072097
33,28,FBgn0000667,2.74,71,63,63,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.0736E9,2.2985E9,2.7176E9,2.833E9,2.633E8,3.8968E8,4.6072E8,5.0255E8,0.68:1.00:1.18:1.29,2.1861E9,2.7753E9,3.2649E8,4.8164E8,1.00:1.48,106373,FBpp0070331
1004,961,FBgn0260462,2.74,7,3,3,Carbamidomethylation,1.9324E6,3.7077E5,4.8433E6,2.1336E6,1.9324E6,3.7077E5,4.8433E6,2.1336E6,5.21:1.00:13.06:5.75,1.1516E6,3.4884E6,1.1516E6,3.4884E6,1.00:3.03,68961,FBpp0078465
1361,1493,FBgn0051436,2.74,3,1,1,Oxidation (M),8.0051E4,6.0512E4,2.4091E5,1.6349E5,8.0051E4,6.0512E4,2.4091E5,1.6349E5,1.32:1.00:3.98:2.70,7.0281E4,2.022E5,7.0281E4,2.022E5,1.00:2.88,49657,FBpp0084205
262,389,FBgn0039302,2.73,7,16,16,Carbamidomethylation,8.8206E6,1.081E7,7.4825E6,9.1436E6,5.8554E6,3.1798E6,2.5653E6,3.0758E6,1.84:1.00:0.81:0.97,9.8152E6,8.3131E6,4.5176E6,2.8205E6,1.00:0.62,298930,FBpp0293235
417,261,FBgn0028684,2.73,26,8,8,Oxidation (M),1.2377E7,1.1837E7,1.2587E7,1.8943E7,7.2129E6,5.5207E6,8.4977E6,1.1855E7,1.31:1.00:1.54:2.15,1.2107E7,1.5765E7,6.3668E6,1.0176E7,1.00:1.60,47807,FBpp0083843
1938,2632,FBgn0052675,2.72,3,1,1,,1.2049E5,1.8412E5,4.2127E5,4.4739E5,1.2049E5,1.8412E5,4.2127E5,4.4739E5,0.65:1.00:2.29:2.43,1.5231E5,4.3433E5,1.5231E5,4.3433E5,1.00:2.85,58184,FBpp0071429
1769,2536,FBgn0038842,2.72,3,1,1,,2.4445E5,1.5637E6,4.1874E5,4.7272E5,2.4445E5,1.5637E6,4.1874E5,4.7272E5,0.16:1.00:0.27:0.30,9.0409E5,4.4573E5,9.0409E5,4.4573E5,1.00:0.49,49976,FBpp0112169
857,735,FBgn0033761,2.72,40,11,11,Oxidation (M); Deamidation (NQ),3.4483E7,2.7202E7,2.4005E7,2.4481E7,1.9858E7,1.5592E7,1.123E7,1.2652E7,1.27:1.00:0.72:0.81,3.0843E7,2.4243E7,1.7725E7,1.1941E7,1.00:0.67,31909,FBpp0086993
1610,1737,FBgn0262601,2.71,25,4,4,,7.133E6,5.6263E6,5.4535E6,3.2678E6,7.013E6,5.5594E6,5.2169E6,3.1526E6,1.26:1.00:0.94:0.57,6.3796E6,4.3607E6,6.2862E6,4.1847E6,1.00:0.67,21021,FBpp0293061
1524,1233,FBgn0031320,2.71,3,2,2,,6.2682E5,4.4244E5,6.2443E5,1.1483E6,6.2682E5,4.4244E5,6.2443E5,1.1483E6,1.42:1.00:1.41:2.60,5.3463E5,8.8635E5,5.3463E5,8.8635E5,1.00:1.66,52708,FBpp0077643
1978,2405,FBgn0083956,2.71,1,1,1,,2.0973E4,1.6506E5,2.8894E5,2.3925E5,2.0973E4,1.6506E5,2.8894E5,2.3925E5,0.13:1.00:1.75:1.45,9.3016E4,2.641E5,9.3016E4,2.641E5,1.00:2.84,224470,FBpp0309770
1369,1309,FBgn0015789,2.70,13,3,3,Carbamidomethylation,5.1285E6,3.5999E6,3.0732E6,2.4363E6,5.1285E6,3.5999E6,3.0732E6,2.4363E6,1.42:1.00:0.85:0.68,4.3642E6,2.7548E6,4.3642E6,2.7548E6,1.00:0.63,23336,FBpp0077029
969,861,FBgn0040256,2.70,16,6,6,Oxidation (M),7.2488E6,4.6891E6,3.9335E6,4.4179E6,4.9554E6,3.3228E6,2.337E6,2.8938E6,1.49:1.00:0.70:0.87,5.969E6,4.1757E6,4.1391E6,2.6154E6,1.00:0.63,58756,FBpp0112233
283,291,FBgn0020497,2.69,12,10,10,Oxidation (M),7.7771E6,7.4842E6,1.1093E7,1.0625E7,4.1219E6,3.9236E6,5.0578E6,5.415E6,1.05:1.00:1.29:1.38,7.6307E6,1.0859E7,4.0227E6,5.2364E6,1.00:1.30,122799,FBpp0079278
2023,2202,FBgn0030293,2.69,2,2,2,Deamidation (NQ),1.7768E5,2.7571E5,3.5252E5,3.7693E5,1.7768E5,2.7571E5,3.5252E5,3.7693E5,0.64:1.00:1.28:1.37,2.267E5,3.6472E5,2.267E5,3.6472E5,1.00:1.61,102112,FBpp0073309
866,1296,FBgn0029709,2.69,49,10,10,Carbamidomethylation; Oxidation (M),7.1971E7,4.2269E7,5.0831E7,3.1405E7,5.0022E7,2.9155E7,3.5935E7,2.2572E7,1.72:1.00:1.23:0.77,5.712E7,4.1118E7,3.9588E7,2.9254E7,1.00:0.74,23264,FBpp0070643
965,1330,FBgn0042138,2.69,41,7,7,Carbamidomethylation; Oxidation (M),4.9849E7,2.9399E7,3.6106E7,2.2911E7,3.9485E7,2.1974E7,2.7425E7,1.6253E7,1.80:1.00:1.25:0.74,3.9624E7,2.9508E7,3.0729E7,2.1839E7,1.00:0.71,25030,FBpp0303935
1736,1751,FBgn0038360,2.69,2,1,1,Oxidation (M),2.659E5,9.9132E4,3.8625E5,3.231E5,2.659E5,9.9132E4,3.8625E5,3.231E5,2.68:1.00:3.90:3.26,1.8252E5,3.5468E5,1.8252E5,3.5468E5,1.00:1.94,50671,FBpp0082626
2279,3349,FBgn0262736,2.69,18,2,2,Oxidation (M),3.9453E7,6.9515E7,7.916E7,8.2707E7,3.9453E7,6.9515E7,7.916E7,8.2707E7,0.57:1.00:1.14:1.19,5.4484E7,8.0934E7,5.4484E7,8.0934E7,1.00:1.49,16267,FBpp0085485
