Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Fluid_U Area,Fluid_PM Area,Fluid_U Area (top-3 peptides),Fluid_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
970,882,FBgn0038733,49.73,11,5,5,Oxidation (M),3.0655E6,0,4.1375E6,5.6357E6,2.8168E6,0,3.558E6,5.4415E6,1.00:0:1.26:1.93,3.0655E6,4.8866E6,2.8168E6,4.4997E6,1.00:1.60,60609,FBpp0083204
649,493,FBgn0038826,49.69,2,1,1,,5.5271E5,1.6258E6,6.0456E5,5.7886E5,5.5271E5,1.6258E6,6.0456E5,5.7886E5,1.00:2.94:1.09:1.05,1.0893E6,5.9171E5,1.0893E6,5.9171E5,1.00:0.54,83261,FBpp0306764
1142,1882,FBgn0034724,49.69,6,1,1,Carbamidomethylation,1.6196E5,0,9.1774E4,2.0635E5,1.6196E5,0,9.1774E4,2.0635E5,1.00:0:0.57:1.27,1.6196E5,1.4906E5,1.6196E5,1.4906E5,1.00:0.92,20467,FBpp0071756
111,146,FBgn0003890,49.42,41,12,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.2071E7,2.5858E7,9.1495E7,1.3263E8,1.8425E7,1.9992E7,4.9681E7,6.2758E7,1.00:1.09:2.70:3.41,4.0384E7,1.1206E8,1.9209E7,5.622E7,1.00:2.93,51253,FBpp0289838
741,1384,FBgn0035753,49.40,17,3,3,,2.1101E6,2.6177E6,9.4572E5,1.6278E6,2.1101E6,2.6177E6,9.4572E5,1.6278E6,1.00:1.24:0.45:0.77,2.9425E6,1.2868E6,2.9425E6,1.2868E6,1.00:0.44,21665,FBpp0076602
315,309,FBgn0041194,49.32,24,11,11,Carbamidomethylation; Oxidation (M),1.9871E7,2.277E6,2.836E7,4.014E7,9.8238E6,2.0898E6,1.1549E7,2.7674E7,1.00:0.21:1.18:2.82,1.3255E7,3.425E7,5.9568E6,1.9611E7,1.00:3.29,59480,FBpp0076654
253,366,FBgn0027079,49.20,19,17,17,Oxidation (M),4.2607E7,2.268E7,1.4318E7,3.4299E7,1.0488E7,1.4295E7,3.6541E6,9.8546E6,1.00:1.36:0.35:0.94,3.3232E7,2.4538E7,1.2391E7,6.7544E6,1.00:0.55,118793,FBpp0305353
1084,1352,FBgn0027586,49.14,14,3,3,,2.247E5,5.3487E5,5.3548E6,4.4569E5,2.247E5,5.3487E5,5.3548E6,4.4569E5,1.00:2.38:23.83:1.98,4.6588E5,4.93E6,4.6588E5,4.93E6,1.00:10.58,29605,FBpp0080029
1342,1967,FBgn0036237,48.75,5,1,1,Carbamidomethylation,2.4677E5,0,2.528E5,3.0482E5,2.4677E5,0,2.528E5,3.0482E5,1.00:0:1.02:1.24,2.4677E5,2.7881E5,2.4677E5,2.7881E5,1.00:1.13,27440,FBpp0075794
685,487,FBgn0003371,48.63,2,2,2,,1.9312E6,3.6976E6,1.3517E6,1.7288E6,1.9312E6,3.6976E6,1.3517E6,1.7288E6,1.00:1.91:0.70:0.90,2.9398E6,1.5403E6,2.9398E6,1.5403E6,1.00:0.52,123772,FBpp0304140
1175,2028,FBgn0015379,48.53,16,2,2,,3.907E5,3.8463E4,1.9217E6,7.0188E5,3.907E5,3.8463E4,1.9217E6,7.0188E5,1.00:0.10:4.92:1.80,2.1458E5,1.3118E6,2.1458E5,1.3118E6,1.00:6.11,18377,FBpp0076894
455,696,FBgn0264492,48.18,8,2,2,,1.1101E6,9.2579E4,2.1592E6,9.4478E5,1.1101E6,9.2579E4,2.1592E6,9.4478E5,1.00:0.08:1.95:0.85,1.0145E6,1.552E6,1.0145E6,1.552E6,1.00:1.53,39960,FBpp0311359
715,608,FBgn0004419,48.09,12,5,5,Carbamidomethylation; Oxidation (M),1.7343E6,9.5228E5,1.3029E6,3.3025E6,1.3882E6,9.5228E5,1.2205E6,3.0399E6,1.00:0.69:0.88:2.19,1.7394E6,2.316E6,1.3934E6,2.1302E6,1.00:1.53,51945,FBpp0079565
264,190,FBgn0265935,47.96,35,15,15,Carbamidomethylation,1.5722E8,1.2545E8,8.077E7,5.5634E7,8.0425E7,7.9216E7,4.7064E7,4.0711E7,1.00:0.98:0.59:0.51,1.4133E8,6.8605E7,7.9821E7,4.4202E7,1.00:0.55,58066,FBpp0307638
887,1444,FBgn0263256,47.85,6,3,3,Oxidation (M),3.9689E6,1.3927E6,6.6665E5,2.1267E6,3.9689E6,1.3927E6,6.6665E5,2.1267E6,1.00:0.35:0.17:0.54,2.6913E6,1.4352E6,2.6913E6,1.4352E6,1.00:0.53,105237,FBpp0300618
1205,1375,FBgn0038013,47.73,3,1,1,,3.5602E5,1.4777E4,7.0441E5,4.5068E5,3.5602E5,1.4777E4,7.0441E5,4.5068E5,1.00:0.04:1.98:1.27,1.854E5,5.7755E5,1.854E5,5.7755E5,1.00:3.12,36561,FBpp0082085
1069,1350,FBgn0015283,47.48,12,4,4,Deamidation (NQ),1.0921E6,2.4382E5,1.0554E6,6.7708E6,9.3462E5,2.4382E5,9.4194E5,5.9907E6,1.00:0.26:1.01:6.41,7.8395E5,3.9131E6,6.265E5,3.4663E6,1.00:5.53,42618,FBpp0078024
346,300,FBgn0004045,46.93,51,16,16,Oxidation (M); Deamidation (NQ),1.9184E8,4.9754E7,2.8766E8,3.2665E8,5.6648E7,4.694E7,9.2197E7,9.4825E7,1.00:0.83:1.63:1.67,1.4445E8,3.1258E8,6.8329E7,9.3511E7,1.00:1.37,48712,FBpp0071354
1061,1193,FBgn0039751,46.74,4,1,1,,1.6842E5,1.3035E5,7.6761E5,4.0292E5,1.6842E5,1.3035E5,7.6761E5,4.0292E5,1.00:0.77:4.56:2.39,1.4939E5,5.8527E5,1.4939E5,5.8527E5,1.00:3.92,28273,FBpp0084940
609,442,FBgn0034315,46.62,17,6,6,Carbamidomethylation,1.7162E6,2.3793E6,2.0531E6,4.7051E6,1.3674E6,1.7026E6,1.7766E6,3.7538E6,1.00:1.25:1.30:2.75,2.1594E6,3.3791E6,1.535E6,2.7652E6,1.00:1.80,51378,FBpp0085950
815,825,FBgn0085484,46.39,19,5,5,Oxidation (M); Deamidation (NQ),1.4032E7,5.6309E4,1.0971E7,1.3146E7,1.0671E7,1.753E4,8.0501E6,1.1175E7,1.00:0.02:0.75:1.05,1.095E7,1.3792E7,8.9588E6,1.1345E7,1.00:1.27,33428,FBpp0111673
743,623,FBgn0261552,46.21,13,7,7,,9.6338E6,7.604E6,6.3818E6,5.109E6,7.1838E6,5.7897E6,3.811E6,3.4117E6,1.00:0.81:0.53:0.47,8.6189E6,5.7454E6,6.4868E6,3.6114E6,1.00:0.56,81403,FBpp0306419
975,1093,FBgn0261258,46.05,3,2,2,Carbamidomethylation,3.991E6,3.0961E6,2.2795E6,1.6707E6,3.991E6,3.0961E6,2.2795E6,1.6707E6,1.00:0.78:0.57:0.42,3.5435E6,1.9751E6,3.5435E6,1.9751E6,1.00:0.56,98251,FBpp0301169
655,1042,FBgn0086904,45.57,19,3,3,,1.9006E7,1.3505E7,3.0248E7,2.788E7,1.9006E7,1.3505E7,3.0248E7,2.788E7,1.00:0.71:1.59:1.47,1.6256E7,3.0768E7,1.6256E7,3.0768E7,1.00:1.89,23021,FBpp0086971
30,28,FBgn0000667,45.39,51,37,37,Carbamidomethylation; Oxidation (M),3.0149E8,2.4554E8,8.5356E7,1.4405E8,6.8077E7,5.2984E7,1.5178E7,3.1566E7,1.00:0.78:0.22:0.46,2.7355E8,1.1638E8,6.0531E7,2.3372E7,1.00:0.39,106373,FBpp0070331
771,635,FBgn0010339,45.13,17,5,5,,2.0241E6,3.3027E6,8.8507E6,1.7503E6,1.6201E6,2.9928E6,6.6906E6,1.5306E6,1.00:1.85:4.13:0.94,2.8869E6,6.763E6,2.5299E6,5.0346E6,1.00:1.99,41132,FBpp0087084
725,720,FBgn0031801,45.11,12,4,4,Oxidation (M),2.3252E6,1.061E6,5.9712E6,3.9448E6,1.9989E6,7.879E5,5.3747E6,3.9448E6,1.00:0.39:2.69:1.97,2.3243E6,5.2563E6,2.0247E6,4.6598E6,1.00:2.30,48763,FBpp0078912
535,740,FBgn0029994,44.81,13,3,3,Carbamidomethylation,2.372E6,3.8583E5,3.0231E6,1.8805E6,2.372E6,3.8583E5,3.0231E6,1.8805E6,1.00:0.16:1.27:0.79,1.3789E6,2.4518E6,1.3789E6,2.4518E6,1.00:1.78,35575,FBpp0071071
1056,1649,FBgn0003141,44.60,17,2,2,Oxidation (M),1.2505E6,0,1.2752E6,1.4933E6,1.2505E6,0,1.2752E6,1.4933E6,1.00:0:1.02:1.19,1.2505E6,1.3843E6,1.2505E6,1.3843E6,1.00:1.11,19337,FBpp0088417
1252,1518,FBgn0010741,44.49,19,2,2,Oxidation (M),1.8256E5,2.6276E5,2.6504E5,1.4674E6,1.8256E5,2.6276E5,2.6504E5,1.4674E6,1.00:1.44:1.45:8.04,2.2266E5,8.6623E5,2.2266E5,8.6623E5,1.00:3.89,16203,FBpp0075967
495,806,FBgn0265191,44.49,12,7,7,Oxidation (M),5.0107E7,6.6147E7,3.8427E7,2.2641E7,4.0826E7,5.7712E7,3.1213E7,1.4355E7,1.00:1.41:0.76:0.35,5.9448E7,3.0534E7,4.9269E7,2.2784E7,1.00:0.46,78062,FBpp0308234
1493,1862,FBgn0285948,44.28,5,1,1,,2.4587E6,3.7174E6,5.9485E6,4.9905E6,2.4587E6,3.7174E6,5.9485E6,4.9905E6,1.00:1.51:2.42:2.03,3.0881E6,5.4695E6,3.0881E6,5.4695E6,1.00:1.77,17022,FBpp0077142
1384,2127,FBgn0030261,44.02,9,1,1,Carbamidomethylation,9.5328E4,7.6277E4,3.3854E5,4.1506E5,9.5328E4,7.6277E4,3.3854E5,4.1506E5,1.00:0.80:3.55:4.35,8.5802E4,3.768E5,8.5802E4,3.768E5,1.00:4.39,14029,FBpp0073248
773,652,FBgn0031534,43.89,5,2,2,,2.6275E6,2.9716E6,2.1755E6,9.9486E5,2.6275E6,2.9716E6,2.1755E6,9.9486E5,1.00:1.13:0.83:0.38,2.7996E6,1.5852E6,2.7996E6,1.5852E6,1.00:0.57,52195,FBpp0077206
841,670,FBgn0031174,43.84,6,4,4,Carbamidomethylation,1.0139E6,1.1778E6,7.0218E5,2.7968E6,9.3892E5,8.9056E5,6.7796E5,2.5517E6,1.00:0.95:0.72:2.72,1.0959E6,1.7495E6,9.1474E5,1.6149E6,1.00:1.77,91522,FBpp0076891
483,461,FBgn0035630,43.83,28,9,9,Carbamidomethylation; Oxidation (M),3.2991E7,1.549E7,4.6896E7,5.5684E7,1.9013E7,1.384E7,3.1029E7,2.6964E7,1.00:0.73:1.63:1.42,3.5169E7,5.129E7,2.2008E7,2.8997E7,1.00:1.32,42773,FBpp0076827
313,312,FBgn0035402,43.69,14,9,9,Oxidation (M),1.0313E7,7.1175E6,5.4013E6,8.3706E6,6.3162E6,4.1069E6,1.8185E6,4.0922E6,1.00:0.65:0.29:0.65,8.7153E6,6.886E6,5.2115E6,2.9553E6,1.00:0.57,92092,FBpp0072976
900,728,FBgn0024293,43.64,19,5,5,Oxidation (M),5.9019E6,1.2045E7,8.4889E6,3.0031E6,5.6259E6,1.1978E7,7.113E6,2.8733E6,1.00:2.13:1.26:0.51,9.015E6,5.8359E6,8.8021E6,4.9931E6,1.00:0.57,43378,FBpp0099762
409,398,FBgn0027080,43.55,19,9,9,Oxidation (M),3.2858E7,2.2658E7,1.2771E7,9.8488E6,1.5792E7,1.123E7,6.3961E6,2.5397E6,1.00:0.71:0.41:0.16,2.7758E7,1.2367E7,1.3511E7,5.5255E6,1.00:0.41,58159,FBpp0075168
1028,1126,FBgn0250830,43.28,2,1,1,,5.2533E5,0,1.2055E5,5.602E4,5.2533E5,0,1.2055E5,5.602E4,1.00:0:0.23:0.11,5.2533E5,8.8285E4,5.2533E5,8.8285E4,1.00:0.17,79781,FBpp0110543
490,367,FBgn0036298,43.11,13,5,5,Carbamidomethylation,8.3286E6,7.7072E6,6.443E6,4.0206E6,7.478E6,6.3969E6,4.8331E6,3.0686E6,1.00:0.86:0.65:0.41,8.0179E6,5.2318E6,6.9375E6,3.9509E6,1.00:0.57,60581,FBpp0075699
100,739,FBgn0002773,43.04,33,6,6,Oxidation (M),1.2299E7,1.1429E6,1.6938E7,9.3303E6,9.3615E6,7.9736E5,1.072E7,7.1074E6,1.00:0.09:1.15:0.76,6.721E6,1.3134E7,5.0794E6,8.9139E6,1.00:1.75,23714,FBpp0088688
66,78,FBgn0265180,43.00,61,25,25,Deamidation (NQ),1.8364E9,1.411E9,1.0934E9,9.8759E8,5.4231E8,4.8969E8,3.169E8,2.7133E8,1.00:0.90:0.58:0.50,1.6255E9,1.0406E9,5.16E8,2.9412E8,1.00:0.57,49703,FBpp0308240
630,445,FBgn0020392,42.74,2,1,1,,1.8681E6,2.8841E5,7.0689E5,4.8861E5,1.8681E6,2.8841E5,7.0689E5,4.8861E5,1.00:0.15:0.38:0.26,1.0783E6,5.9775E5,1.0783E6,5.9775E5,1.00:0.55,53833,FBpp0076451
366,605,FBgn0000083,42.47,44,15,15,Carbamidomethylation; Deamidation (NQ),2.0535E8,1.0153E8,2.9892E8,2.3765E8,1.1045E8,7.7027E7,1.8732E8,1.403E8,1.00:0.70:1.70:1.27,1.743E8,2.6897E8,9.374E7,1.6381E8,1.00:1.75,36074,FBpp0088985
27,86,FBgn0010217,42.22,22,8,8,Oxidation (M),8.0083E6,5.9886E5,1.0797E7,1.3024E7,4.4717E6,3.6083E5,7.2859E6,8.5195E6,1.00:0.08:1.63:1.91,6.4991E6,1.1987E7,3.8455E6,7.9792E6,1.00:2.07,54683,FBpp0305828
500,489,FBgn0035203,42.07,40,10,10,Oxidation (M); Deamidation (NQ),1.2149E7,1.0408E7,3.6055E7,1.2791E7,5.5826E6,5.6412E6,1.5135E7,4.4198E6,1.00:1.01:2.71:0.79,1.1278E7,2.6208E7,5.6119E6,1.1562E7,1.00:2.06,41162,FBpp0072560
248,348,FBgn0038467,41.81,43,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.306E7,5.0549E5,2.378E7,4.2896E7,1.1562E7,4.5946E5,7.274E6,1.9681E7,1.00:0.04:0.63:1.70,1.5793E7,3.3338E7,6.0108E6,1.3477E7,1.00:2.24,53798,FBpp0082816
342,448,FBgn0020238,41.75,45,13,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.956E8,1.1401E6,2.458E8,1.798E8,9.7089E7,2.223E5,9.5621E7,7.3513E7,1.00:0.02:0.98:0.76,1.0204E8,2.1289E8,4.8656E7,8.4567E7,1.00:1.74,29799,FBpp0082987
1300,1994,FBgn0041191,41.70,10,2,2,,1.189E6,2.6704E5,1.1098E6,2.4447E6,1.189E6,2.6704E5,1.1098E6,2.4447E6,1.00:0.22:0.93:2.06,7.2804E5,2.2882E6,7.2804E5,2.2882E6,1.00:3.14,20731,FBpp0078342
416,620,FBgn0004907,41.46,40,8,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.287E8,4.4851E7,3.3763E8,2.3915E8,1.8906E8,3.4484E7,2.3602E8,1.5164E8,1.00:0.18:1.25:0.80,1.3678E8,2.8865E8,1.1177E8,1.941E8,1.00:1.74,28228,FBpp0087502
765,1704,FBgn0043535,41.16,37,5,5,Carbamidomethylation,1.7651E8,7.2006E6,1.5764E8,1.3619E8,1.2857E8,5.7188E6,1.3733E8,9.5025E7,1.00:0.04:1.07:0.74,9.1857E7,1.4691E8,6.7146E7,1.1618E8,1.00:1.73,19462,FBpp0085606
356,553,FBgn0005593,41.12,39,10,10,Carbamidomethylation; Deamidation (NQ),1.9237E7,1.0162E6,2.414E7,2.1612E7,1.182E7,8.1766E5,1.2693E7,1.3882E7,1.00:0.07:1.07:1.17,1.0705E7,2.2876E7,6.319E6,1.3288E7,1.00:2.10,29552,FBpp0079536
1391,1842,FBgn0039417,41.07,5,1,1,,1.8463E5,0,4.4805E5,4.1412E5,1.8463E5,0,4.4805E5,4.1412E5,1.00:0:2.43:2.24,1.8463E5,4.3109E5,1.8463E5,4.3109E5,1.00:2.33,41799,FBpp0084375
259,279,FBgn0003308,40.74,16,17,17,Carbamidomethylation; Oxidation (M),4.1645E7,4.7146E7,3.9109E7,2.4027E7,1.6569E7,1.9725E7,1.3677E7,7.3667E6,1.00:1.19:0.83:0.44,4.4396E7,3.1575E7,1.8147E7,1.0522E7,1.00:0.58,146927,FBpp0082172
404,377,FBgn0011225,40.57,5,4,4,,2.3181E6,3.037E6,1.5562E6,1.4979E6,2.2513E6,2.8502E6,1.2337E6,8.9865E5,1.00:1.27:0.55:0.40,2.6775E6,1.527E6,2.5507E6,1.0662E6,1.00:0.42,144937,FBpp0290582
262,71,FBgn0000454,40.54,27,10,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.9478E7,2.2252E7,1.7621E7,1.3224E7,1.6477E7,1.2938E7,6.5464E6,4.3452E6,1.00:0.79:0.40:0.26,3.0942E7,1.5505E7,1.4723E7,5.5067E6,1.00:0.37,55534,FBpp0082299
1376,2036,FBgn0026738,40.49,3,1,1,,3.1918E5,0,8.1448E5,8.186E5,3.1918E5,0,8.1448E5,8.186E5,1.00:0:2.55:2.56,3.1918E5,8.1654E5,3.1918E5,8.1654E5,1.00:2.56,35253,FBpp0075358
363,724,FBgn0036337,40.12,46,12,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),4.7359E7,3.7901E6,7.6468E7,6.456E7,2.1525E7,1.4241E5,3.3736E7,2.8606E7,1.00:0.02:1.57:1.33,2.9771E7,7.0586E7,1.0834E7,3.1171E7,1.00:2.88,37675,FBpp0075629
388,370,FBgn0015282,39.91,17,5,5,,6.9717E6,4.4402E6,1.283E7,1.5119E7,5.9204E6,4.1839E6,9.5583E6,1.2811E7,1.00:0.71:1.61:2.16,5.7344E6,1.3996E7,5.0522E6,1.1206E7,1.00:2.22,49324,FBpp0083906
310,407,FBgn0038924,39.68,62,13,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.6564E7,2.1683E7,4.8346E7,3.2667E7,1.245E7,1.3224E7,2.5548E7,1.8371E7,1.00:1.06:2.05:1.48,2.6169E7,4.3438E7,1.3955E7,2.196E7,1.00:1.57,32293,FBpp0083584
1577,2935,FBgn0038272,39.24,2,1,1,,2.3271E5,3.4152E5,4.2806E5,6.2664E5,2.3271E5,3.4152E5,4.2806E5,6.2664E5,1.00:1.47:1.84:2.69,2.8711E5,5.2735E5,2.8711E5,5.2735E5,1.00:1.84,52095,FBpp0082468
1271,1893,FBgn0031832,38.98,3,1,1,,4.3174E4,0,6.9218E4,1.4643E5,4.3174E4,0,6.9218E4,1.4643E5,1.00:0:1.60:3.39,4.3174E4,1.0782E5,4.3174E4,1.0782E5,1.00:2.50,49940,FBpp0078961
1148,1185,FBgn0002638,38.89,2,1,1,,2.9607E5,2.9831E5,1.4081E6,2.49E5,2.9607E5,2.9831E5,1.4081E6,2.49E5,1.00:1.01:4.76:0.84,2.9719E5,8.2854E5,2.9719E5,8.2854E5,1.00:2.79,58851,FBpp0076782
806,599,FBgn0035371,38.86,4,2,2,,3.8078E6,3.199E6,1.8523E6,1.8792E6,3.8078E6,3.199E6,1.8523E6,1.8792E6,1.00:0.84:0.49:0.49,3.5034E6,1.8657E6,3.5034E6,1.8657E6,1.00:0.53,56978,FBpp0072886
671,622,FBgn0033241,38.58,13,5,5,,4.6328E6,2.6673E6,4.454E6,8.1426E6,3.9343E6,1.6116E6,3.2448E6,6.1608E6,1.00:0.41:0.82:1.57,6.4898E6,6.2983E6,4.7357E6,4.7028E6,1.00:0.99,51057,FBpp0087954
714,1223,FBgn0036921,38.17,5,1,1,,1.0377E5,8.08E5,8.5075E4,2.3558E4,1.0377E5,8.08E5,8.5075E4,2.3558E4,1.00:7.79:0.82:0.23,4.5588E5,5.4316E4,4.5588E5,5.4316E4,1.00:0.12,23218,FBpp0074665
938,2605,FBgn0031453,38.13,21,2,2,Deamidation (NQ),1.6477E6,1.4262E5,1.6466E6,1.3789E6,1.6477E6,1.4262E5,1.6466E6,1.3789E6,1.00:0.09:1.00:0.84,8.9516E5,1.5128E6,8.9516E5,1.5128E6,1.00:1.69,15460,FBpp0077397
365,265,FBgn0003676,37.64,21,10,10,Carbamidomethylation; Oxidation (M),2.2258E7,1.39E7,1.4127E7,8.7877E6,1.0102E7,8.794E6,6.961E6,4.2645E6,1.00:0.87:0.69:0.42,1.9459E7,1.1485E7,9.4479E6,5.6128E6,1.00:0.59,59557,FBpp0083683
136,135,FBgn0027621,37.53,42,22,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.195E8,1.0435E8,9.762E7,7.8992E7,4.0974E7,4.0193E7,2.5528E7,2.2733E7,1.00:0.98:0.62:0.55,1.1199E8,8.8587E7,4.0583E7,2.4273E7,1.00:0.60,79161,FBpp0074485
428,412,FBgn0027611,37.38,1,1,1,,0,3.4065E5,0,6.5408E4,0,3.4065E5,0,6.5408E4,-:64.00:-:64.00,3.4065E5,6.5408E4,3.4065E5,6.5408E4,1.00:0.19,122685,FBpp0079620
708,727,FBgn0032783,36.84,26,7,7,Carbamidomethylation,1.6359E7,8.2402E6,2.9558E7,6.701E6,8.6953E6,5.7258E6,1.8704E7,5.4162E6,1.00:0.66:2.15:0.62,1.23E7,1.9701E7,7.2105E6,1.206E7,1.00:1.67,37588,FBpp0080749
1319,1729,FBgn0064126,36.84,2,1,1,,3.7738E5,1.2672E6,1.8369E5,1.7139E5,3.7738E5,1.2672E6,1.8369E5,1.7139E5,1.00:3.36:0.49:0.45,8.223E5,1.7754E5,8.223E5,1.7754E5,1.00:0.22,53623,FBpp0081295
291,267,FBgn0022349,36.58,30,9,9,Oxidation (M); Deamidation (NQ),1.3176E7,8.4246E6,2.6662E6,1.2335E7,8.1255E6,5.3121E6,1.9409E6,6.1103E6,1.00:0.65:0.24:0.75,1.08E7,7.7154E6,6.7188E6,4.1761E6,1.00:0.62,51587,FBpp0085198
275,214,FBgn0000261,36.47,30,11,11,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.0921E7,2.8051E6,1.9705E7,3.801E7,1.0238E7,1.1194E5,9.1651E6,1.8004E7,1.00:0.02:0.90:1.76,1.2699E7,2.8857E7,5.1751E6,1.3585E7,1.00:2.62,57150,FBpp0074825
612,644,FBgn0028515,36.44,26,8,8,,9.2342E6,1.182E7,2.2729E7,1.8898E7,6.6527E6,8.7682E6,1.4235E7,1.1474E7,1.00:1.32:2.14:1.72,1.0882E7,2.0814E7,7.7104E6,1.2855E7,1.00:1.67,40614,FBpp0080382
142,120,FBgn0029176,36.28,48,21,21,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.3974E7,4.6937E7,1.6436E8,1.4985E8,3.011E7,3.8862E7,6.5775E7,7.0251E7,1.00:1.29:2.18:2.33,8.0501E7,1.5711E8,4.9509E7,6.8013E7,1.00:1.37,48968,FBpp0084761
258,232,FBgn0035612,35.89,4,5,5,Deamidation (NQ),3.9503E6,9.9966E6,2.5842E6,5.3862E6,3.0039E6,8.7438E6,2.3578E6,4.7202E6,1.00:2.91:0.78:1.57,6.9735E6,4.0816E6,5.8738E6,3.6353E6,1.00:0.62,121056,FBpp0271739
973,996,FBgn0027054,35.32,7,2,2,Carbamidomethylation,3.4526E5,0,8.9301E5,6.4454E5,3.4526E5,0,8.9301E5,6.4454E5,1.00:0:2.59:1.87,3.4526E5,7.6878E5,3.4526E5,7.6878E5,1.00:2.23,46473,FBpp0087935
675,537,FBgn0030882,35.15,12,6,6,,7.9983E6,1.3896E7,8.131E6,6.7508E6,5.1435E6,1.0402E7,6.0371E6,3.387E6,1.00:2.02:1.17:0.66,1.4463E7,8.4595E6,1.1012E7,5.7306E6,1.00:0.52,61837,FBpp0290194
675,538,FBgn0052495,35.15,12,6,6,,7.9983E6,1.3896E7,8.131E6,6.7508E6,5.1435E6,1.0402E7,6.0371E6,3.387E6,1.00:2.02:1.17:0.66,1.4463E7,8.4595E6,1.1012E7,5.7306E6,1.00:0.52,61837,FBpp0290197
21,145,FBgn0053519,34.99,13,43,43,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.6305E7,9.0872E7,4.7696E7,3.0126E7,1.0349E7,1.4593E7,6.9894E6,4.732E6,1.00:1.41:0.68:0.46,7.8649E7,3.9652E7,1.2471E7,5.8721E6,1.00:0.47,475660,FBpp0112375
595,480,FBgn0035770,34.97,3,2,2,Oxidation (M),3.3521E6,3.6912E6,2.4434E6,1.8327E6,3.3521E6,3.6912E6,2.4434E6,1.8327E6,1.00:1.10:0.73:0.55,3.5217E6,2.1381E6,3.5217E6,2.1381E6,1.00:0.61,77442,FBpp0271907
1365,2096,FBgn0052281,34.83,5,2,2,,1.0856E5,0,1.0682E5,3.0521E5,1.0856E5,0,1.0682E5,3.0521E5,1.00:0:0.98:2.81,1.0856E5,2.0601E5,1.0856E5,2.0601E5,1.00:1.90,53074,FBpp0072898
127,133,FBgn0037146,34.05,17,10,10,Carbamidomethylation; Oxidation (M),7.2314E6,6.3449E6,1.0841E7,1.4832E7,2.9019E6,4.3365E6,5.5107E6,6.3212E6,1.00:1.49:1.90:2.18,8.2491E6,1.3428E7,3.7229E6,5.9159E6,1.00:1.59,84092,FBpp0078130
412,438,FBgn0002622,33.98,61,16,16,Carbamidomethylation; Oxidation (M),9.0066E7,2.1759E6,1.1129E8,1.0574E8,3.2438E7,1.2479E5,3.5782E7,3.0136E7,1.00:0.02:1.10:0.93,6.4786E7,1.0852E8,2.7372E7,3.2959E7,1.00:1.20,27471,FBpp0083802
312,302,FBgn0004654,33.77,30,16,16,Carbamidomethylation; Oxidation (M),1.1253E8,1.2905E8,1.3002E8,2.4128E8,5.9388E7,7.826E7,8.0014E7,1.4444E8,1.00:1.32:1.35:2.43,1.2092E8,1.8606E8,6.8824E7,1.1223E8,1.00:1.63,52491,FBpp0070368
34,56,FBgn0266599,33.69,45,25,25,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.053E8,4.1481E8,5.6938E8,4.567E8,1.7964E8,7.3756E7,2.4328E8,1.6965E8,1.00:0.41:1.35:0.94,5.2893E8,5.134E8,1.2997E8,2.0646E8,1.00:1.59,71132,FBpp0082514
543,819,FBgn0053094,33.56,11,3,3,,4.176E6,4.1448E6,3.0655E6,2.0462E6,4.176E6,4.1448E6,3.0655E6,2.0462E6,1.00:0.99:0.73:0.49,4.1604E6,2.5559E6,4.1604E6,2.5559E6,1.00:0.61,56038,FBpp0306774
690,892,FBgn0004926,33.28,14,4,4,Oxidation (M),4.4957E6,2.0954E5,9.6586E6,7.375E6,3.7303E6,1.631E5,7.8525E6,6.7391E6,1.00:0.04:2.11:1.81,4.007E6,8.5168E6,3.601E6,7.2958E6,1.00:2.03,35218,FBpp0075700
1480,2169,FBgn0038651,33.27,0,1,1,,1.7222E5,4.38E5,6.9894E4,7.6841E4,1.7222E5,4.38E5,6.9894E4,7.6841E4,1.00:2.54:0.41:0.45,3.0511E5,7.3367E4,3.0511E5,7.3367E4,1.00:0.24,280689,FBpp0271890
148,162,FBgn0037447,33.14,42,26,26,Carbamidomethylation; Oxidation (M),2.783E8,2.6195E8,1.4222E8,2.0613E8,8.9799E7,8.4713E7,5.3873E7,5.3719E7,1.00:0.94:0.60:0.60,2.7079E8,1.7899E8,8.7256E7,5.7187E7,1.00:0.66,81629,FBpp0081226
